,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42
Low,15.839446,30.402827138912503,43.65896835325705,49.507067350005315,52.88831559577725,52.0533384574733,47.37444947214536,50.38842917918386,45.67281583241958,45.89189658093587,43.56795554926007,41.7104557314917,38.32553131018328,40.557962279672154,40.617183472481614,40.01405831879383,38.292518391052546,38.658491915433856,37.75415960043214,40.0411083929695,42.0285772440429
High,426.3841998182175,376.6857498722412,284.35893648345416,234.96027351591246,206.54045695023174,181.3021758911303,167.72206057608008,154.4163677473871,145.43532464401787,133.62326194481915,121.61649436256387,114.12704030093761,107.00015366556319,103.2222353097614,95.48236451818863,88.15673890796668,83.49733382562167,79.37542883177692,72.1017354418711,65.776985588055,59.6708896074714
Mean,273.104990968955,183.04197064883826,154.69485386201336,137.85375962586912,125.48923117032473,116.34851338440032,107.63617134548691,101.04734604621235,94.37710936369521,88.36862695356429,83.96528438409715,78.50641479554909,74.51345458500256,72.52189046088236,68.37829436824644,65.4158060403077,61.856361711620785,59.37214531080981,55.85078017733169,53.62881198309999,51.07428985907287
