"","x"
"1","Sorex vagrans"
"2","Neotoma fuscipes"
"3","Urocyon cinereoargenteus"
"4","Sorex preblei"
"5","Mustela frenata"
"6","Ursus arctos"
"7","Onychomys leucogaster"
"8","Taxidea taxus"
"9","Lepus townsendii"
"10","Neotamias sonomae"
"11","Antilocapra americana"
"12","Lasionycteris noctivagans"
"13","Myotis lucifugus"
"14","Neotamias minimus"
"15","Myotis californicus"
"16","Sylvilagus nuttallii"
"17","Lemmiscus curtatus"
"18","Dipodomys californicus"
"19","Ursus americanus"
"20","Myotis melanorhinus"
"21","Neotoma cinerea"
"22","Microtus oregoni"
"23","Ochotona princeps"
"24","Aplodontia rufa"
"25","Reithrodontomys megalotis"
"26","Neotoma macrotis"
"27","Lepus californicus"
"28","Sorex trowbridgii"
"29","Thomomys talpoides"
"30","Microtus townsendii"
"31","Peromyscus maniculatus"
"32","Corynorhinus townsendii"
"33","Antrozous pallidus"
"34","Urocitellus beldingi"
"35","Didelphis virginiana"
"36","Otospermophilus beecheyi"
"37","Marmota flaviventris"
"38","Sciurus griseus"
"39","Cervus canadensis"
"40","Neotamias speciosus"
"41","Vulpes macrotis"
"42","Microtus longicaudus"
"43","Vulpes vulpes"
"44","Myotis evotis"
"45","Sorex palustris"
"46","Eptesicus fuscus"
"47","Mustela erminea"
"48","Microtus californicus"
"49","Microtus montanus"
"50","Lasiurus blossevillii"
"51","Lasiurus cinereus"
"52","Sylvilagus audubonii"
"53","Neotamias senex"
"54","Lepus americanus"
"55","Odocoileus hemionus"
"56","Thomomys townsendii"
"57","Procyon lotor"
"58","Scapanus latimanus"
"59","Lynx rufus"
"60","Clethrionomys californicus"
"61","Gulo gulo"
"62","Thomomys mazama"
"63","Zapus princeps"
"64","Tamiasciurus douglasii"
"65","Callospermophilus lateralis"
"66","Myotis thysanodes"
"67","Thomomys monticola"
"68","Tadarida brasiliensis"
"69","Canis latrans"
"70","Thomomys bottae"
"71","Neotamias amoenus"
"72","Glaucomys sabrinus"
"73","Bassariscus astutus"
"74","Mephitis mephitis"
"75","Neurotrichus gibbsii"
"76","Peromyscus boylii"
"77","Peromyscus truei"
"78","Sorex merriami"
"79","Martes americana"
"80","Mus musculus"
"81","Spilogale gracilis"
"82","Myotis volans"
"83","Myotis yumanensis"
"84","Erethizon dorsatum"
"85","Sylvilagus bachmani"
"86","Dipodomys ordii"
"87","Puma concolor"
"88","Perognathus parvus"
