,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75
Low,129.44534158058755,135.0184217481671,138.00013033005288,139.81775403955535,140.4543808001061,140.78142942066452,141.2069903170262,141.89586591130745,142.09291078915385,142.67922512157918,142.94689060906916,143.296958897654,143.59562094287622,143.94347145761657
High,184.18218506031042,171.7494073846226,165.02291326551773,161.23111056037646,158.6388492995987,156.50210552433057,155.1237458558743,153.50462010207593,152.64271167571582,151.82877913356023,151.15442962291203,150.37816910338594,149.77147339079804,149.05068168284478
Mean,147.80342059770248,148.54391772694675,148.45938780591857,148.68674218334553,148.6631094197943,148.5836388671925,148.74674410602532,148.63575651527668,148.1761596332202,148.535033780217,148.47770417151145,148.44626343750204,148.45968634542913,148.4883321931613
