,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75
Low,521.4064674946875,680.0061443319349,810.2833643158725,929.226157916255,1041.3698688495824,1132.1559024397725,1240.362235394065,1326.053204577415,1433.4264220194225,1518.5025477080774,1601.9316979763748,1693.0505123581252,1775.98683470725,1876.5498995367
High,806.2174437849925,1005.5542942693124,1171.1288789090074,1302.8635431758275,1416.9603982815327,1509.9602622541825,1605.7231701872524,1704.4895220861374,1765.6030971073399,1841.7063253008898,1901.723713411715,1959.5589043387552,2004.90962833905,2040.38764012459
Mean,649.468106769484,826.5443650630779,975.5374350668343,1104.7818060356958,1225.3867924756207,1326.1261245013573,1432.3733632958579,1521.9383006020964,1613.3958299731776,1701.9200890431616,1782.574131712496,1860.5084428841662,1934.0384701791713,2009.9473810124675
