,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48,mntd50,mntd52,mntd54,mntd56,mntd58,mntd60,mntd62
Low,62.8816633166667,58.4219298375,60.84060966,58.570758862499964,57.671857085714315,55.904167615625,54.115632186111135,53.62107698,52.21802936818183,52.786057154166635,51.045174984615414,51.28004934285717,51.647976994999965,50.6038950265625,49.76039596911761,48.89375901666667,49.25059216052631,48.96062976125,48.906393001190466,48.365580042045494,47.999393027173944,48.190844844791634,48.536792043,47.49692486442305,47.643154173148154,47.92722253035714,47.96011389827586,47.7547342825,48.576407483871
High,166.91040126666664,140.02811673124998,124.667841955,112.07778000416634,106.39975695000014,100.88044948437499,93.65477220555557,90.53948879,85.07987617727277,82.23689809375,80.51815140961538,77.42917666607146,76.49475651833333,73.231748821875,70.61101873529412,69.31640248888885,67.63244676578945,66.1747680475,65.02166802023807,63.38550335340911,61.418520914130426,60.689072648958366,59.576815735,58.61912177403843,56.86788584907403,55.73872038214287,54.71018883534483,53.40363764333336,52.0074092903226
Mean,114.89019974933335,100.85876295525001,93.0264520392,85.90897155033333,81.00878101471429,77.42624903574999,73.86552073244444,71.7711370243,69.18188847581818,67.40400549566667,65.49387358853845,64.19694345385713,63.43885035233333,61.977152744125,60.51106563041176,59.45322258383332,58.526973262894735,57.876435547300005,57.156524626857134,56.16631339349999,55.206298862478256,54.755007041625,54.063742160080004,53.36451039715385,52.69545233959259,52.14101974410713,51.553552763344825,50.990263913966665,50.40057546151613
