,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42
Low,75.619356025,68.26608334166666,64.78680460625,61.22084790500001,58.36604488333334,58.125823871428565,55.089093659375,54.41546311111108,51.79911068,51.14131748181823,48.796855725000036,48.062926350000026,47.951006501785685,46.892388743333335,46.432770028125,46.988533273529384,46.58905523055552,46.298592857894704,46.37414864625,47.1602392857143
High,194.822724,166.74011774999997,144.76450125,127.871295885,117.30840946249967,105.49600082857157,99.352004678125,94.03524848611112,88.1796341875,83.7059773454545,79.89095820416671,76.0877216846154,71.45834645178567,69.78728465166667,66.32112552187499,63.5269221691176,60.158566262499974,57.8243556842105,55.1208943,53.3060396190476
Mean,142.0749621385,120.896124491,106.30311461749999,95.30071399059999,87.94905946799999,82.16749390614285,77.84783813987501,73.70920011799998,69.9296010964,67.209326615,64.03446384875001,61.58490929484615,59.38385865571428,57.7245969092,55.70146686431249,54.65750042858823,52.93825202849999,51.64362954831578,50.4865972463,49.54888360171429
