,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185
Low,29.501648905,27.591794036666702,26.510924118749998,24.666686120999998,23.29777235249997,21.54428208928576,20.398060875000002,19.221177807222222,18.648100278500003,18.099654282727283,17.487054645833332,16.748598387307716,16.50225496678567,15.992716818666635,15.7152265665625,15.199264490294095,14.9312480497222,14.725071348421093,14.238329106,14.103626066904763,13.988052711363618,13.729785678913059,13.608638398541668,13.5042925396,13.2186292225,13.039669265000047,12.962578068214258,13.018325465517277,12.9060387331667,12.808093161129046,12.642557213437499,12.697048600757546,12.629012372352948,12.557362650142885,12.582235384722257,12.8168246540541
High,80.83793107749999,64.21696593666665,55.88443930999999,46.869299953,41.767231626666636,37.67707205071426,34.418253760625,31.13827962222222,29.188846913999996,27.21060942136367,25.666401187916666,24.2697194296154,23.54367575,22.450223712333365,21.4054629825,20.711769413235295,19.9265018144444,19.341963004473644,18.5913737845,18.32077176785715,17.669004311818163,17.294070219130457,16.903382112916635,16.3684537004,16.137060763269243,15.812514015370363,15.535120272499972,15.147830271551758,14.796796548499968,14.592633982258091,14.30392544515625,14.100588330454542,13.81099930705884,13.568129121285743,13.280093909305588,12.8168246540541
Mean,54.505398004599996,45.949160901933325,40.403635962799996,35.745996641720005,32.287149653933334,29.488920830885714,27.23743345535,25.3920155332,23.88349951436,22.580062899163636,21.534769908383335,20.555644682892307,19.865581787700002,19.106705678999997,18.3894818224,17.87677641241177,17.343955080077777,16.952604386810528,16.438385875610003,16.124050042761905,15.806192171972727,15.475292887947825,15.212356275349999,14.922188120232,14.681201211630771,14.45240662211111,14.25109995215,14.085547072586206,13.885160480993335,13.700751743516133,13.54470624200625,13.394906505527272,13.220757149947062,13.082099499097142,12.952165935466667,12.8168246540541
