"","x"
"1","Aix sponsa"
"2","Anser caerulescens"
"3","Anser rossii"
"4","Archilochus alexandri"
"5","Artemisiospiza belli"
"6","Asio otus"
"7","Aythya affinis"
"8","Aythya americana"
"9","Aythya collaris"
"10","Aythya valisineria"
"11","Bombycilla cedrorum"
"12","Bonasa umbellus"
"13","Branta bernicla"
"14","Branta hutchinsii"
"15","Cardellina pusilla"
"16","Catharus guttatus"
"17","Certhia americana"
"18","Chondestes grammacus"
"19","Cinclus mexicanus"
"20","Cistothorus palustris"
"21","Contopus sordidulus"
"22","Cypseloides niger"
"23","Empidonax hammondii"
"24","Empidonax oberholseri"
"25","Empidonax traillii"
"26","Falco columbarius"
"27","Geothlypis tolmiei"
"28","Geothlypis trichas"
"29","Icteria virens"
"30","Ixoreus naevius"
"31","Leiothlypis celata"
"32","Leiothlypis ruficapilla"
"33","Lophodytes cucullatus"
"34","Mareca americana"
"35","Melospiza georgiana"
"36","Melospiza lincolnii"
"37","Melospiza melodia"
"38","Myadestes townsendi"
"39","Myiarchus cinerascens"
"40","Phalaenoptilus nuttallii"
"41","Pipilo chlorurus"
"42","Pipilo maculatus"
"43","Podilymbus podiceps"
"44","Pyrocephalus rubinus"
"45","Corthylio calendula"
"46","Salpinctes obsoletus"
"47","Sayornis nigricans"
"48","Selasphorus calliope"
"49","Selasphorus sasin"
"50","Setophaga nigrescens"
"51","Setophaga occidentalis"
"52","Setophaga palmarum"
"53","Setophaga petechia"
"54","Setophaga ruticilla"
"55","Setophaga townsendi"
"56","Sialia mexicana"
"57","Spatula cyanoptera"
"58","Spatula discors"
"59","Spizella atrogularis"
"60","Spizella breweri"
"61","Spizella passerina"
"62","Strix nebulosa"
"63","Thryomanes bewickii"
"64","Troglodytes pacificus"
"65","Turdus migratorius"
"66","Tyrannus verticalis"
"67","Vireo gilvus"
"68","Zonotrichia leucophrys"
"69","Chaetura vauxi"
"70","Ardea herodias"
"71","Accipiter striatus"
"72","Aechmophorus occidentalis"
"73","Anas acuta"
"74","Anas platyrhynchos"
"75","Anthus rubescens"
"76","Ardea alba"
"77","Arenaria interpres"
"78","Brachyramphus marmoratus"
"79","Bubulcus ibis"
"80","Calidris alpina"
"81","Chlidonias niger"
"82","Empidonax difficilis"
"83","Eremophila alpestris"
"84","Falco peregrinus"
"85","Himantopus himantopus"
"86","Hirundo rustica"
"87","Hydroprogne caspia"
"88","Larus canus"
"89","Larus glaucoides"
"90","Nycticorax nycticorax"
"91","Pandion haliaetus"
"92","Passer domesticus"
"93","Pluvialis fulva"
"94","Pluvialis squatarola"
"95","Rallus limicola"
"96","Riparia riparia"
"97","Sayornis saya"
"98","Sialia currucoides"
"99","Spatula clypeata"
"100","Sterna hirundo"
"101","Sturnus vulgaris"
"102","Tyto alba"
"103","Charadrius nivosus"
"104","Fulica americana"
"105","Charadrius semipalmatus"
"106","Charadrius vociferus"
"107","Chordeiles minor"
"108","Circus hudsonius"
"109","Coragyps atratus"
"110","Dendragapus fuliginosus"
"111","Cygnus columbianus"
"112","Dryobates nuttallii"
"113","Dryobates pubescens"
"114","Egretta thula"
"115","Elanus leucurus"
"116","Falco mexicanus"
"117","Falco sparverius"
"118","Gallinago delicata"
"119","Gallinula galeata"
"120","Picoides arcticus"
"121","Spinus pinus"
"122","Gymnogyps californianus"
"123","Spinus tristis"
"124","Haemorhous cassinii"
"125","Haemorhous purpureus"
"126","Larus californicus"
"127","Larus delawarensis"
"128","Limnodromus scolopaceus"
"129","Limnodromus griseus"
"130","Poecile rufescens"
"131","Mareca strepera"
"132","Megascops kennicottii"
"133","Melanerpes formicivorus"
"134","Melanerpes lewis"
"135","Numenius americanus"
"136","Numenius phaeopus"
"137","Patagioenas fasciata"
"138","Pelecanus erythrorhynchos"
"139","Nannopterum auritum"
"140","Phasianus colchicus"
"141","Plegadis chihi"
"142","Pluvialis dominica"
"143","Porzana carolina"
"144","Psiloscops flammeolus"
"145","Selasphorus rufus"
"146","Sphyrapicus ruber"
"147","Sphyrapicus thyroideus"
"148","Sterna forsteri"
"149","Strix varia"
"150","Strix occidentalis"
"151","Tringa flavipes"
"152","Tringa semipalmata"
"153","Tringa incana"
"154","Tringa melanoleuca"
"155","Zenaida macroura"
"156","Aphelocoma californica"
"157","Progne subis"
"158","Passerculus sandwichensis"
"159","Pica hudsonia"
"160","Sitta carolinensis"
"161","Stelgidopteryx serripennis"
"162","Chamaea fasciata"
"163","Limosa fedoa"
"164","Junco hyemalis"
"165","Bombycilla garrulus"
"166","Catherpes mexicanus"
"167","Corvus corax"
"168","Euphagus cyanocephalus"
"169","Oreoscoptes montanus"
"170","Icterus cucullatus"
"171","Piranga ludoviciana"
"172","Lanius ludovicianus"
"173","Ixobrychus exilis"
"174","Haliaeetus leucocephalus"
"175","Nucifraga columbiana"
"176","Accipiter cooperii"
"177","Accipiter gentilis"
"178","Passerina amoena"
"179","Perisoreus canadensis"
"180","Petrochelidon pyrrhonota"
"181","Phainopepla nitens"
"182","Pheucticus melanocephalus"
"183","Polioptila caerulea"
"184","Pooecetes gramineus"
"185","Calidris minutilla"
"186","Calidris virgata"
"187","Sitta pygmaea"
"188","Tachycineta bicolor"
"189","Toxostoma redivivum"
"190","Tyrannus tyrannus"
"191","Vireo cassinii"
"192","Calypte anna"
"193","Zonotrichia atricapilla"
"194","Actitis macularius"
"195","Aechmophorus clarkii"
"196","Aegolius acadicus"
"197","Aquila chrysaetos"
"198","Arenaria melanocephala"
"199","Asio flammeus"
"200","Aythya marila"
"201","Bucephala islandica"
"202","Botaurus lentiginosus"
"203","Bucephala clangula"
"204","Buteo jamaicensis"
"205","Buteo lagopus"
"206","Buteo lineatus"
"207","Buteo regalis"
"208","Buteo swainsoni"
"209","Calidris alba"
"210","Calidris canutus"
"211","Calidris mauri"
"212","Cepphus columba"
"213","Loxia leucoptera"
"214","Baeolophus inornatus"
"215","Calcarius lapponicus"
"216","Contopus cooperi"
"217","Mimus polyglottos"
"218","Loxia curvirostra"
"219","Troglodytes aedon"
"220","Cyanocitta stelleri"
"221","Poecile atricapillus"
"222","Poecile gambeli"
"223","Lanius borealis"
"224","Tachycineta thalassina"
"225","Vireo huttoni"
"226","Calidris ptilocnemis"
"227","Catharus ustulatus"
"228","Ammodramus savannarum"
"229","Spinus psaltria"
"230","Haemorhous mexicanus"
"231","Agelaius phoeniceus"
"232","Aimophila ruficeps"
"233","Leucosticte tephrocotis"
"234","Molothrus ater"
"235","Psaltriparus minimus"
"236","Sitta canadensis"
"237","Zonotrichia albicollis"
"238","Branta canadensis"
"239","Bubo virginianus"
"240","Cairina moschata"
"241","Callipepla californica"
"242","Cathartes aura"
"243","Corvus brachyrhynchos"
"244","Meleagris gallopavo"
"245","Mergus merganser"
"246","Mergus serrator"
"247","Oreortyx pictus"
"248","Oxyura jamaicensis"
"249","Podiceps auritus"
"250","Podiceps nigricollis"
"251","Sturnella neglecta"
"252","Bucephala albeola"
"253","Regulus satrapa"
"254","Megaceryle alcyon"
"255","Melozone crissalis"
"256","Anser albifrons"
"257","Butorides striata"
"258","Aeronautes saxatalis"
"259","Glaucidium gnoma"
"260","Setophaga coronata"
