"","names"
"1","Aix_sponsa"
"2","Archilochus_alexandri"
"3","Asio_otus"
"4","Aythya_affinis"
"5","Aythya_americana"
"6","Aythya_collaris"
"7","Aythya_valisineria"
"8","Bombycilla_cedrorum"
"9","Bonasa_umbellus"
"10","Branta_bernicla"
"11","Branta_hutchinsii"
"12","Cardellina_pusilla"
"13","Catharus_guttatus"
"14","Certhia_americana"
"15","Chondestes_grammacus"
"16","Cinclus_mexicanus"
"17","Cistothorus_palustris"
"18","Contopus_sordidulus"
"19","Cypseloides_niger"
"20","Empidonax_hammondii"
"21","Empidonax_oberholseri"
"22","Empidonax_traillii"
"23","Falco_columbarius"
"24","Geothlypis_tolmiei"
"25","Geothlypis_trichas"
"26","Icteria_virens"
"27","Ixoreus_naevius"
"28","Lophodytes_cucullatus"
"29","Melospiza_georgiana"
"30","Melospiza_lincolnii"
"31","Melospiza_melodia"
"32","Myadestes_townsendi"
"33","Myiarchus_cinerascens"
"34","Phalaenoptilus_nuttallii"
"35","Pipilo_chlorurus"
"36","Pipilo_maculatus"
"37","Podilymbus_podiceps"
"38","Pyrocephalus_rubinus"
"39","Salpinctes_obsoletus"
"40","Sayornis_nigricans"
"41","Selasphorus_calliope"
"42","Selasphorus_sasin"
"43","Setophaga_nigrescens"
"44","Setophaga_occidentalis"
"45","Setophaga_palmarum"
"46","Setophaga_petechia"
"47","Setophaga_ruticilla"
"48","Setophaga_townsendi"
"49","Sialia_mexicana"
"50","Spizella_atrogularis"
"51","Spizella_breweri"
"52","Spizella_passerina"
"53","Strix_nebulosa"
"54","Thryomanes_bewickii"
"55","Turdus_migratorius"
"56","Tyrannus_verticalis"
"57","Vireo_gilvus"
"58","Zonotrichia_leucophrys"
"59","Chaetura_vauxi"
"60","Ardea_herodias"
"61","Accipiter_striatus"
"62","Aechmophorus_occidentalis"
"63","Anas_acuta"
"64","Anas_platyrhynchos"
"65","Anthus_rubescens"
"66","Ardea_alba"
"67","Arenaria_interpres"
"68","Brachyramphus_marmoratus"
"69","Bubulcus_ibis"
"70","Calidris_alpina"
"71","Chlidonias_niger"
"72","Empidonax_difficilis"
"73","Eremophila_alpestris"
"74","Falco_peregrinus"
"75","Himantopus_himantopus"
"76","Hirundo_rustica"
"77","Hydroprogne_caspia"
"78","Larus_canus"
"79","Larus_glaucoides"
"80","Nycticorax_nycticorax"
"81","Pandion_haliaetus"
"82","Passer_domesticus"
"83","Pluvialis_fulva"
"84","Pluvialis_squatarola"
"85","Rallus_limicola"
"86","Riparia_riparia"
"87","Sayornis_saya"
"88","Sialia_currucoides"
"89","Sterna_hirundo"
"90","Sturnus_vulgaris"
"91","Tyto_alba"
"92","Fulica_americana"
"93","Charadrius_semipalmatus"
"94","Charadrius_vociferus"
"95","Chordeiles_minor"
"96","Coragyps_atratus"
"97","Cygnus_columbianus"
"98","Egretta_thula"
"99","Elanus_leucurus"
"100","Falco_mexicanus"
"101","Falco_sparverius"
"102","Gallinago_delicata"
"103","Gallinula_galeata"
"104","Picoides_arcticus"
"105","Spinus_pinus"
"106","Gymnogyps_californianus"
"107","Spinus_tristis"
"108","Larus_californicus"
"109","Larus_delawarensis"
"110","Limnodromus_scolopaceus"
"111","Limnodromus_griseus"
"112","Poecile_rufescens"
"113","Megascops_kennicottii"
"114","Melanerpes_formicivorus"
"115","Melanerpes_lewis"
"116","Numenius_americanus"
"117","Numenius_phaeopus"
"118","Patagioenas_fasciata"
"119","Pelecanus_erythrorhynchos"
"120","Phasianus_colchicus"
"121","Plegadis_chihi"
"122","Pluvialis_dominica"
"123","Porzana_carolina"
"124","Selasphorus_rufus"
"125","Sphyrapicus_ruber"
"126","Sphyrapicus_thyroideus"
"127","Sterna_forsteri"
"128","Strix_varia"
"129","Strix_occidentalis"
"130","Tringa_flavipes"
"131","Tringa_semipalmata"
"132","Tringa_incana"
"133","Tringa_melanoleuca"
"134","Zenaida_macroura"
"135","Aphelocoma_californica"
"136","Progne_subis"
"137","Passerculus_sandwichensis"
"138","Pica_hudsonia"
"139","Sitta_carolinensis"
"140","Stelgidopteryx_serripennis"
"141","Chamaea_fasciata"
"142","Limosa_fedoa"
"143","Junco_hyemalis"
"144","Bombycilla_garrulus"
"145","Catherpes_mexicanus"
"146","Corvus_corax"
"147","Euphagus_cyanocephalus"
"148","Oreoscoptes_montanus"
"149","Icterus_cucullatus"
"150","Piranga_ludoviciana"
"151","Lanius_ludovicianus"
"152","Ixobrychus_exilis"
"153","Haliaeetus_leucocephalus"
"154","Nucifraga_columbiana"
"155","Accipiter_cooperii"
