,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235
Low,27.3210609225,26.966282856666634,23.726489715,23.258634719,21.9857268375,20.808865791428573,20.095488664999998,19.612653090555547,18.324348045,18.077850712727304,17.056187481249967,16.8212096519231,16.382561258928586,15.912125243333334,15.3809207825,14.803803730588239,14.644777457777746,14.592253599210519,14.10375659575,13.879574104523801,13.574184611590884,13.412852060434787,13.279790670833366,13.1479281244,12.953462276346178,12.812336920925965,12.51477868339287,12.505047021724176,12.379269707333332,12.321136553064473,12.170476854375,12.072589132424273,11.976804299411747,11.874734412999999,11.843638712361143,11.763625276216173,11.661188040263152,11.599573282051287,11.57388158525,11.585032877561003,11.51564377035713,11.484059439883683,11.45287189193181,11.446128116444433,11.4421620454348,11.521032812766
High,79.9231230125,62.42934547666666,53.88865577,47.021264368,41.24193807833333,37.44933213428574,34.03586401875,31.55902026333332,29.158703671499996,27.62186075272732,25.778407300416667,24.690696885769245,23.305242291785753,22.599952895666668,21.469862054062503,20.635529553823496,20.150264568888847,19.45880516210529,18.997481373750002,18.254289829999962,17.804715616590908,17.316887695652124,16.920918257083333,16.4451011466,16.163409149423078,15.79615385203699,15.3810551257143,15.222732787930994,14.841383085166633,14.63535413225802,14.26249330015625,14.168290809848472,13.902110844411752,13.662463645428558,13.5097490344444,13.400231456081112,13.148211365131546,12.951877028717979,12.818803499375,12.662348237682933,12.508542254047665,12.37337672290693,12.236686445795439,12.072949305111154,11.923538562173949,11.6974474978723
Mean,52.8295357721,44.60841140899999,38.6750692416,34.52636924248,31.585283093433333,29.183840658142856,26.905302896875,25.251186919333332,23.78321864536,22.631197182636363,21.49033756926667,20.620498686861538,19.8734162125,19.213815647986667,18.522460843925,17.811411062670583,17.34891887827778,16.86810957806316,16.47544428586,16.07804275026667,15.680502273163636,15.332100289460866,15.062434641866666,14.731445480647999,14.513576928653846,14.251086242651851,13.989993828914287,13.800024908537932,13.580106764466665,13.44346767023871,13.247645341899998,13.085840135581817,12.95937851815294,12.775663125137143,12.659153935555555,12.5542669279027,12.424878000721051,12.32851778493846,12.222000068989999,12.130912632082929,12.025780261495237,11.933582620530233,11.858552587922727,11.774663319160002,11.696722844821737,11.617290893408507
