,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34
Low,238.196277825,351.145826275,441.081341325,519.4628876749999,608.3176284,692.630269775,786.399495675,867.447824425,938.26474125,1019.591594625,1085.0570974,1174.3534943999998,1245.6119177,1328.50173825,1422.0219149,1501.814501
High,390.880531,540.801179,660.9188405,766.35719435,863.178231775,955.0479621000001,1039.5890570249999,1114.3024047249999,1209.4738905499999,1270.8281107999999,1339.89190615,1407.40087015,1463.7489776,1519.956770325,1565.5842753000002,1601.927575
Mean,326.96664592499997,453.546852957,557.596360496,650.160671137,740.958260857,830.108743241,914.144290704,991.912023633,1073.9922276880002,1146.711713546,1217.413835671,1295.401754255,1363.168399506,1435.936070964,1502.3700654850002,1569.796811286
