,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34
Low,119.04153362500033,136.46866580333366,143.70760303214257,150.99735905111143,150.45380531136337,152.9354993983515,155.934307289583,159.3407016127447,160.13290288526355,161.00372865735895,162.28271233025396,163.47744621246184,164.10879491679924,165.29195960471256,166.3547113724795,167.444091900178
High,196.991089,189.02307426666667,184.81829262678528,183.04368453444434,180.89300065606093,179.45567728846146,178.118389289167,177.31040921699298,176.42131444342064,175.48397075476214,175.10813411557928,174.17257130430792,173.80319195198436,173.0765242514945,172.1014946525197,170.741064791444
Mean,169.9863523263334,170.14790064946666,169.38920670378573,169.7779340519111,169.26109411657572,169.41154590692307,169.4600526005,169.69027496342483,169.65074016086314,169.3005117368918,169.25186134424638,169.44472032980306,169.49150185326982,169.4224875737793,169.44474187635888,169.48695936642414
