,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46,mpd48,mpd50,mpd52,mpd54
Low,138.81583268999998,147.1560725857147,152.56272471666702,154.92918837045423,155.06567369945057,157.40373154125032,159.64913881045715,160.6459047878952,162.54385013051927,162.42016580815255,163.11087609015348,164.04027137579334,164.54372480620648,165.36473392711662,165.55970463110555,166.0581502098416,166.9315876472977,167.41714852826928,167.72899334907123,167.73927972906938,168.32711960642496,168.7342642903811,169.21053783057172,169.56898424536223,170.27841501747
High,191.666977466667,185.91538376250026,183.75614750444433,181.55022157727237,181.21228573681307,180.285375479583,179.46714566862707,178.4711500526313,178.15618191558406,177.83085323677525,177.0756776796926,176.6767530099209,176.18455685160936,176.0200013388106,175.71848157709428,175.58575916984148,175.05109430576135,174.61415725455086,174.38736708315943,174.0405824704541,173.85623005995194,173.62161136312045,173.09358591787776,172.66624939830336,171.967864708595
Mean,170.96725112506667,171.93670656364284,171.43029261333334,171.37865835369692,171.14488907771423,171.34712602106669,171.36987913819607,171.16230788127368,171.47035512852815,171.4185925556449,171.38446532980922,171.38151617597882,171.2561208895448,171.31987486229434,171.41752057465243,171.266299649727,171.40117551664866,171.31023304694358,171.25698715015332,171.28237132457505,171.28322488611977,171.34083156487765,171.34356058095184,171.27277712750978,171.3429170143997
