"","x"
"1","Adelpha_californica"
"2","Aglais_milberti"
"3","Agraulis_vanillae"
"4","Agriades_podarce"
"5","Amblysciertes_vialis"
"6","Anthocharis_cethura"
"7","Anthocharis_lanceolata"
"8","Anthocharis_sara"
"9","Apodemia_mormo"
"10","Apodemia_virgulti"
"11","Argynnis_callippe"
"12","Argynnis_coronis"
"13","Argynnis_cybele"
"14","Argynnis_egleis"
"15","Argynnis_hesperis"
"16","Argynnis_hydaspe"
"17","Arygnnis_zerene"
"18","Atalopedes_campestris"
"19","Atlides_halesus"
"20","Battus_philenor"
"21","Boloria_epithore"
"22","Brephidium_exilis"
"23","Callophrys_augustinus"
"24","Callophrys_eryphon"
"25","Callophrys_gryneus"
"26","Callophrys_johnsoni"
"27","Callophrys_mossii"
"28","Callophrys_muiri"
"29","Callophrys_nelsoni"
"30","Callophrys_perplexa"
"31","Callophrys_sheridanii"
"32","Callophrys_spinetorum"
"33","Carterocephalus_palaemon"
"34","Cercyonis_pegala"
"35","Cercyonis_sthenele"
"36","Chlosyne_leanira"
"37","Chlosyne_palla"
"38","Coenonympha_tullia"
"39","Colias_eurytheme"
"40","Colias_harfordii"
"41","Cupido_amyntula"
"42","Cupido_comyntas"
"43","Danaus_plexippus"
"44","Epargyreus_clarus"
"45","Erynnis_brizo"
"46","Erynnis_funeralis"
"47","Erynnis_pacuvius"
"48","Erynnis_persius"
"49","Erynnis_propertius"
"50","Erynnis_tristis"
"51","Euchloe_ausonides"
"52","Euchloe_hyantis"
"53","Euphilotes_battoides"
"54","Euphilotes_bernardino"
"55","Euphilotes_enoptes"
"56","Euphilotes_glaucon"
"57","Euphydryas_anicia"
"58","Euphydryas_chalcedona"
"59","Euphydryas_editha"
"60","Glaucopsyche_lygdamus"
"61","Glaucopsyche_piasus"
"62","Habrodais_grunus"
"63","Heliopetes_ericetorum"
"64","Hesperia_colorado"
"65","Hesperia_columbia"
"66","Hesperia_juba"
"67","Hesperia_lindseyi"
"68","Hylephila_phyleus"
"69","Icaricia_acmon"
"70","Icaricia_icarioides"
"71","Icaricia_lupini"
"72","Icaricia_neurona"
"73","Junonia_coenia"
"74","Leptotes_marina"
"75","Lerodea_eufala"
"76","Limenitis_lorquini"
"77","Lycaena_arota"
"78","Lycaena_cupreus"
"79","Lycaena_gorgon"
"80","Lycaena_helloides"
"81","Lycaena_mariposa"
"82","Lycaena_xanthoides"
"83","Megathymus_yuccae"
"84","Nathalis_iole"
"85","Nymphalis_antiopa"
"86","Nymphalis_californica"
"87","Ochlodes_agricola"
"88","Ochlodes_sylvanoides"
"89","Ochlodes_yuma"
"90","Papilio_clodius"
"91","Papilio_indra"
"92","Papilio_multicaudata"
"93","Papilio_zelicaon"
"94","Parnassius_behrii"
"95","Parnassius_clodius"
"96","Philotes_sonorensis"
"97","Phoebis_sennae"
"98","Pholisora_catullus"
"99","Phyciodes_mylitta"
"100","Phyciodes_orseis"
"101","Phyciodes_pulchella"
"102","Pieris_marginalis"
"103","Pieris_rapae"
"104","Plebejus_anna"
"105","Plebejus_melissa"
"106","Plebulina_emigdionis"
"107","Poanes_melane"
"108","Polites_sabuleti"
"109","Polygonia_faunus"
"110","Polygonia_gracilis"
"111","Polygonia_satyrus"
"112","Pontia_beckerii"
"113","Pontia_occidentalis"
"114","Pontia_protodice"
"115","Pontia_sisymbrii"
"116","Pterourus_eurymedon"
"117","Pterourus_rutulus"
"118","Pyrgus_albescens"
"119","Pyrgus_communis"
"120","Pyrgus_ruralis"
"121","Pyrgus_scriptura"
"122","Satyrium_auretorum"
"123","Satyrium_behrii"
"124","Satyrium_californica"
"125","Satyrium_saepium"
"126","Satyrium_sylvinus"
"127","Satyrium_tetra"
"128","Strymon_melinus"
"129","Thorybes_mexicana"
"130","Thorybes_pylades"
"131","Vanessa_annabella"
"132","Vanessa_atalanta"
"133","Vanessa_cardui"
"134","Vanessa_virginiensis"
"135","Zerene_eurydice"
