,mntd5,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90
Low,42.7742235495655,50.965281494402255,52.39817626423233,43.91766098402013,39.371479289894,40.168385945162385,35.87556336798744,32.93228515774544,31.00658466083589,30.14593366337995,28.802830349161283,26.75824203184145,25.28154042704834,24.858710022063036,23.5949555103254,23.453513653069955,22.452181220059632,22.312553037146273
High,324.083199829542,208.68248584376997,157.43761919376828,128.8131131148935,109.2985160073322,94.49033797690319,82.19332951754231,73.029969760288,64.90947760992141,58.38568242108389,54.014535192058595,49.15486778664215,46.148161874408565,43.071124537374,39.64881210280476,36.266969078259656,33.24326431949446,28.93820718028441
Mean,176.9497275341607,126.45140270569519,103.40309966570283,86.87900846842362,74.55548319455751,65.54354959276593,58.364657118151555,52.96483871070894,48.23538408894687,44.20943500503209,41.592370155017704,38.468357464246544,35.973243471278494,33.48892526846658,31.255859537514137,29.35313329770622,27.379549670195292,25.418687467278684
