"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",-0.845924083248545,91.9141712229383,9037.36480991105,215.859970676106
"2","high",-0.997452463995916,397.488565031543,4038.20450515114,28.7591495541097
