"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Agelaius tricolor"
"10","Aimophila ruficeps"
"11","Aix sponsa"
"12","Alectoris chukar"
"13","Amphispiza bilineata"
"14","Anas acuta"
"15","Anas platyrhynchos"
"16","Anser albifrons"
"17","Anser caerulescens"
"18","Anthus rubescens"
"19","Anthus spragueii"
"20","Aphelocoma californica"
"21","Aquila chrysaetos"
"22","Archilochus alexandri"
"23","Ardea alba"
"24","Ardea herodias"
"25","Artemisiospiza belli"
"26","Artemisiospiza nevadensis"
"27","Asio flammeus"
"28","Asio otus"
"29","Athene cunicularia"
"30","Auriparus flaviceps"
"31","Aythya affinis"
"32","Aythya americana"
"33","Aythya collaris"
"34","Aythya marila"
"35","Aythya valisineria"
"36","Baeolophus inornatus"
"37","Baeolophus ridgwayi"
"38","Bombycilla cedrorum"
"39","Bombycilla garrulus"
"40","Botaurus lentiginosus"
"41","Branta canadensis"
"42","Branta hutchinsii"
"43","Bubo virginianus"
"44","Bubulcus ibis"
"45","Bucephala albeola"
"46","Bucephala clangula"
"47","Bucephala islandica"
"48","Buteo jamaicensis"
"49","Buteo lagopus"
"50","Buteo regalis"
"51","Buteo swainsoni"
"52","Calidris alpina"
"53","Calidris mauri"
"54","Calidris minutilla"
"55","Callipepla californica"
"56","Calypte anna"
"57","Calypte costae"
"58","Campylorhynchus brunneicapillus"
"59","Cardellina pusilla"
"60","Cathartes aura"
"61","Catharus guttatus"
"62","Catharus ustulatus"
"63","Catherpes mexicanus"
"64","Centrocercus urophasianus"
"65","Certhia americana"
"66","Chaetura vauxi"
"67","Chamaea fasciata"
"68","Charadrius montanus"
"69","Charadrius nivosus"
"70","Charadrius semipalmatus"
"71","Charadrius vociferus"
"72","Chlidonias niger"
"73","Chondestes grammacus"
"74","Chordeiles acutipennis"
"75","Chordeiles minor"
"76","Cinclus mexicanus"
"77","Circus hudsonius"
"78","Cistothorus palustris"
"79","Columbina passerina"
"80","Contopus cooperi"
"81","Contopus sordidulus"
"82","Corthylio calendula"
"83","Corvus brachyrhynchos"
"84","Corvus corax"
"85","Cyanocitta stelleri"
"86","Cygnus columbianus"
"87","Cypseloides niger"
"88","Dendragapus fuliginosus"
"89","Dryobates nuttallii"
"90","Dryobates pubescens"
"91","Dryobates scalaris"
"92","Egretta thula"
"93","Elanus leucurus"
"94","Empidonax difficilis"
"95","Empidonax hammondii"
"96","Empidonax oberholseri"
"97","Empidonax traillii"
"98","Empidonax wrightii"
"99","Eremophila alpestris"
