,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230
Low,65.46031886222221,73.43616361333336,78.1288012732895,79.31979666116663,81.02417473408046,82.46005778689072,83.63191483291665,84.49799356060608,85.36526873204086,86.77149189124582,86.75254553083336,87.51549414882209,87.78797962464803,88.81548827306302,88.84127502412973,89.35731017749303,89.02442948298373,89.22415220802912,89.64077338982322,90.09646892677651,90.44969710639285,90.89004346189927,91.22500176021356,91.0806161988129,91.4368994980292,91.52063147230508,91.71897777997172,92.40197630527297,92.66537500828639,92.33014668531217,92.58432009190643,92.8409849935514,92.93631798948489,93.02252925017403,93.39098922236967,93.51522183578436,93.68430500873014,94.02640274671955,94.0252511494874,94.17796459544242,94.47955990912513,94.72557126808087,94.8967102663159,95.28157076292462,96.0568459378773
High,114.83192035777753,111.98919623333309,109.14835469447321,108.11581591266668,107.15373165126475,106.31743299663835,105.29807800919903,104.90140807111119,105.0262724709179,103.75116692740691,104.0922691669071,103.48649383355747,103.35325677872635,102.60567114558522,102.32578626854445,102.04814508998571,102.0392650166982,101.16515045005642,101.25187072573192,101.37583933781127,101.17110674863595,100.83040153855787,100.3006994740618,100.73378190950287,100.46562336882509,100.33071608750127,99.83213833157248,99.71743815215513,99.71258823751451,99.26870659039795,99.13499071495674,98.9857884539653,98.83983071263663,98.72155927699181,98.59133504846677,98.58226823492366,98.08343416233919,98.19058925440922,97.89228323620723,97.79237121872306,97.55619171611981,97.30457356442076,97.10863802888441,96.85234438916274,96.0568459378774
Mean,96.50875818211111,96.20646756407619,96.10443048614209,95.93764418607333,95.95743925559769,95.71516938652773,95.98641246614743,96.3248746880606,96.16383985779265,96.31862699277306,96.08020876154745,96.36804914389711,96.01631837101573,96.11003163304,96.12639030355095,96.0645457730112,96.02333258595355,95.87996761729495,96.11188149285515,95.9850850793608,96.04578228454612,96.11547812163813,96.10499027527031,96.03724155839045,96.03574782073595,96.10074246221448,96.02747411460915,96.14172568923046,96.12259387449012,95.99802349947515,96.04741917034292,96.0584773579079,96.00301981837835,96.03899637280774,96.07295784724836,96.10852438722891,96.00678166201938,96.09445188849864,96.0607938700208,96.0448698863383,96.09730987508965,96.05892124535345,96.04387948183637,96.06328276665103,96.05684593787734
