"","names"
"1","Aix_sponsa"
"2","Amazona_viridigenalis"
"3","Amphispiza_bilineata"
"4","Archilochus_alexandri"
"5","Asio_otus"
"6","Aythya_affinis"
"7","Aythya_americana"
"8","Aythya_collaris"
"9","Aythya_valisineria"
"10","Bombycilla_cedrorum"
"11","Branta_bernicla"
"12","Branta_hutchinsii"
"13","Calypte_costae"
"14","Cardellina_pusilla"
"15","Catharus_guttatus"
"16","Certhia_americana"
"17","Chondestes_grammacus"
"18","Cinclus_mexicanus"
"19","Cistothorus_palustris"
"20","Coccyzus_americanus"
"21","Contopus_sordidulus"
"22","Cypseloides_niger"
"23","Empidonax_hammondii"
"24","Empidonax_oberholseri"
"25","Empidonax_traillii"
"26","Empidonax_wrightii"
"27","Falco_columbarius"
"28","Geothlypis_tolmiei"
"29","Geothlypis_trichas"
"30","Icteria_virens"
"31","Ixoreus_naevius"
"32","Laterallus_jamaicensis"
"33","Lophodytes_cucullatus"
"34","Melospiza_lincolnii"
"35","Melospiza_melodia"
"36","Myadestes_townsendi"
"37","Myiarchus_cinerascens"
"38","Phalaenoptilus_nuttallii"
"39","Pipilo_chlorurus"
"40","Pipilo_maculatus"
"41","Podilymbus_podiceps"
"42","Pyrocephalus_rubinus"
"43","Recurvirostra_americana"
"44","Salpinctes_obsoletus"
"45","Sayornis_nigricans"
"46","Selasphorus_calliope"
"47","Selasphorus_sasin"
"48","Setophaga_nigrescens"
"49","Setophaga_occidentalis"
"50","Setophaga_petechia"
"51","Setophaga_ruticilla"
"52","Setophaga_townsendi"
"53","Sialia_mexicana"
"54","Spizella_atrogularis"
"55","Spizella_breweri"
"56","Spizella_passerina"
"57","Thryomanes_bewickii"
"58","Turdus_migratorius"
"59","Tyrannus_verticalis"
"60","Tyrannus_vociferans"
"61","Vireo_bellii"
"62","Vireo_gilvus"
"63","Vireo_plumbeus"
"64","Zonotrichia_leucophrys"
"65","Columbina_passerina"
"66","Chaetura_vauxi"
"67","Ardea_herodias"
"68","Accipiter_striatus"
"69","Aechmophorus_occidentalis"
"70","Alectoris_chukar"
"71","Anas_acuta"
"72","Anas_platyrhynchos"
"73","Anthus_rubescens"
"74","Ardea_alba"
"75","Bubulcus_ibis"
"76","Calidris_alpina"
"77","Chlidonias_niger"
"78","Empidonax_difficilis"
"79","Eremophila_alpestris"
"80","Falco_peregrinus"
"81","Himantopus_himantopus"
"82","Hirundo_rustica"
"83","Hydroprogne_caspia"
"84","Icterus_parisorum"
"85","Nycticorax_nycticorax"
"86","Pandion_haliaetus"
"87","Passer_domesticus"
"88","Pluvialis_fulva"
"89","Pluvialis_squatarola"
"90","Rallus_limicola"
"91","Riparia_riparia"
"92","Sayornis_saya"
"93","Sialia_currucoides"
"94","Sterna_hirundo"
"95","Sturnus_vulgaris"
"96","Tyto_alba"
"97","Vireo_vicinior"
"98","Fulica_americana"
"99","Charadrius_semipalmatus"
"100","Charadrius_vociferus"
"101","Chordeiles_acutipennis"
"102","Chordeiles_minor"
"103","Columbina_inca"
"104","Cygnus_columbianus"
"105","Dendrocygna_bicolor"
"106","Egretta_thula"
"107","Elanus_leucurus"
"108","Falco_mexicanus"
"109","Falco_sparverius"
"110","Gallinago_delicata"
"111","Gallinula_galeata"
"112","Spinus_pinus"
"113","Gymnogyps_californianus"
"114","Ixobrychus_exilis"
"115","Spinus_lawrencei"
"116","Spinus_tristis"
"117","Gymnorhinus_cyanocephalus"
"118","Larus_californicus"
"119","Larus_delawarensis"
"120","Limnodromus_scolopaceus"
"121","Megascops_kennicottii"
"122","Melanerpes_formicivorus"
"123","Melanerpes_lewis"
"124","Mycteria_americana"
"125","Numenius_americanus"
"126","Numenius_phaeopus"
"127","Patagioenas_fasciata"
"128","Pavo_cristatus"
"129","Pelecanus_erythrorhynchos"
"130","Phasianus_colchicus"
"131","Plegadis_chihi"
"132","Pluvialis_dominica"
"133","Porzana_carolina"
"134","Sphyrapicus_ruber"
"135","Sphyrapicus_nuchalis"
"136","Sphyrapicus_thyroideus"
"137","Sterna_forsteri"
"138","Strix_occidentalis"
"139","Tringa_flavipes"
"140","Tringa_semipalmata"
"141","Tringa_melanoleuca"
"142","Zenaida_macroura"
"143","Zenaida_asiatica"
"144","Aphelocoma_californica"
"145","Myiarchus_tyrannulus"
"146","Passerculus_sandwichensis"
"147","Progne_subis"
"148","Pica_hudsonia"
"149","Sitta_carolinensis"
"150","Stelgidopteryx_serripennis"
"151","Molothrus_aeneus"
"152","Chamaea_fasciata"
"153","Limosa_fedoa"
"154","Parabuteo_unicinctus"
"155","Tringa_solitaria"
"156","Junco_hyemalis"
"157","Bombycilla_garrulus"
"158","Campylorhynchus_brunneicapillus"
"159","Catherpes_mexicanus"
"160","Corvus_corax"
"161","Euphagus_cyanocephalus"
"162","Oreoscoptes_montanus"
"163","Icterus_cucullatus"
"164","Piranga_ludoviciana"
"165","Lanius_ludovicianus"
"166","Melozone_aberti"
"167","Haliaeetus_leucocephalus"
"168","Nucifraga_columbiana"
"169","Accipiter_cooperii"
"170","Accipiter_gentilis"
"171","Passerina_amoena"
"172","Petrochelidon_pyrrhonota"
"173","Phainopepla_nitens"
"174","Pheucticus_melanocephalus"
"175","Piranga_rubra"
"176","Polioptila_caerulea"
"177","Pooecetes_gramineus"
"178","Calidris_bairdii"
"179","Calidris_minutilla"
"180","Melanerpes_uropygialis"
"181","Sitta_pygmaea"
"182","Tachycineta_bicolor"
"183","Toxostoma_crissale"
"184","Toxostoma_bendirei"
"185","Toxostoma_lecontei"
"186","Toxostoma_redivivum"
"187","Vireo_cassinii"
"188","Xanthocephalus_xanthocephalus"
"189","Calypte_anna"
"190","Zonotrichia_atricapilla"
"191","Actitis_macularius"
"192","Aechmophorus_clarkii"
"193","Aegolius_acadicus"
"194","Aquila_chrysaetos"
"195","Asio_flammeus"
"196","Athene_cunicularia"
"197","Botaurus_lentiginosus"
"198","Brotogeris_chiriri"
"199","Bucephala_clangula"
"200","Buteo_jamaicensis"
"201","Buteo_lagopus"
"202","Buteo_lineatus"
"203","Buteo_regalis"
"204","Buteo_swainsoni"
"205","Calidris_mauri"
"206","Calidris_melanotos"
"207","Centrocercus_urophasianus"
"208","Baeolophus_inornatus"
"209","Contopus_cooperi"
"210","Mimus_polyglottos"
"211","Loxia_curvirostra"
"212","Troglodytes_aedon"
"213","Baeolophus_ridgwayi"
"214","Cyanocitta_stelleri"
"215","Poecile_gambeli"
"216","Tachycineta_thalassina"
"217","Vireo_huttoni"
"218","Anthus_spragueii"
"219","Charadrius_montanus"
"220","Catharus_ustulatus"
"221","Agelaius_tricolor"
"222","Spinus_psaltria"
"223","Passerina_cyanea"
"224","Cardinalis_cardinalis"
"225","Agelaius_phoeniceus"
"226","Aimophila_ruficeps"
"227","Leucosticte_tephrocotis"
"228","Molothrus_ater"
"229","Psaltriparus_minimus"
"230","Sitta_canadensis"
"231","Zonotrichia_albicollis"
"232","Polioptila_melanura"
"233","Passerina_caerulea"
"234","Amazona_autumnalis"
"235","Branta_canadensis"
"236","Brotogeris_versicolurus"
"237","Bubo_virginianus"
"238","Cairina_moschata"
"239","Callipepla_californica"
