,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260
Low,66.66489939777775,72.0371586609524,76.5196247526316,80.34784567249997,82.76965206712644,83.87701395504197,84.14132566134612,85.72859798429292,86.40798062377554,86.15071213309767,86.19084068874295,88.53231217192308,88.75600596444103,88.12305031936937,89.38042060912976,89.52696559315126,90.12803485682274,90.0279390384882,90.97452328709089,90.74080863431321,90.56445601838196,91.10356106772689,91.16025257093487,92.10059057604512,91.66564647813065,92.13871063930897,92.25548757124099,92.4508189805316,92.2827771529306,92.5159736648555,92.99654631950868,92.85613538750559,93.30852241363031,93.53074888675205,93.48827002066575,93.46894027807289,93.55004654247564,93.84656833631513,93.99401980652884,94.21251714666663,94.18838789888582,94.44094913680719,94.60539535686594,94.88599368955953,94.71653962324856,95.06591099037823,95.2691321650322,95.44377749085811,95.66461121296706,95.83306476008028,96.13176288552864
High,113.79074693666622,112.42601561285706,109.95552100921087,108.906789653833,108.00900891040227,105.95236309184888,105.87448707637775,105.31726032499975,105.30554626255125,104.62846617639748,103.31889969752777,103.93209673004853,103.85620349938952,103.59657877589211,102.76018652211218,103.09576758570036,102.50074625529992,102.73085354478161,102.17369744797966,102.10436965700542,101.81820597402879,101.48116852491188,101.51675029466428,101.46518002787073,101.07544389590898,100.8649333360974,100.56854633364897,100.63919944981335,100.33762333251899,100.3847174841894,100.23741656236677,99.94585751425718,99.98058548775843,99.86653063251235,99.72460621292522,99.59365887891603,99.52205075992207,99.27951233519431,99.27307759959922,99.21393386245576,98.86493198449537,98.79856109144097,98.61097013481117,98.59019157352381,98.4156374969897,98.36391781315508,98.1644345139383,97.92655120258281,97.82573667481525,97.56124757573723,97.31349138123251
Mean,96.59509485844444,96.74049132740952,96.43584507531052,96.86358285877333,96.77554245435402,96.68285830601343,96.47356376346154,96.6381490289475,96.79447664596897,96.84563635263973,96.25395329471299,96.8605252754,96.6891735912555,96.76134994054341,96.5641802591576,96.77209553743809,96.6516571592342,96.65416776795924,96.76446576172847,96.83212246388499,96.65640845293176,96.72882662637069,96.69834238867816,96.87528889921961,96.77146113821742,96.66469767270027,96.70071374408438,96.63720442604905,96.63407863141833,96.72960328353933,96.81814921240779,96.64302233821715,96.83952959168889,96.79179112757306,96.74189136442551,96.70728251432726,96.69979580472932,96.64327405449885,96.73278239703292,96.7505125058021,96.67325697714405,96.75510300642279,96.7375468519181,96.72084977535278,96.72782133930683,96.76393359634399,96.74964021976871,96.73209550512172,96.72683353360183,96.70929675118025,96.72292995656845
