"","x"
"1","Aix sponsa"
"2","Amazona viridigenalis"
"3","Amphispiza bilineata"
"4","Anser caerulescens"
"5","Anser rossii"
"6","Archilochus alexandri"
"7","Artemisiospiza belli"
"8","Artemisiospiza nevadensis"
"9","Asio otus"
"10","Aythya affinis"
"11","Aythya americana"
"12","Aythya collaris"
"13","Aythya valisineria"
"14","Bombycilla cedrorum"
"15","Branta hutchinsii"
"16","Calamospiza melanocorys"
"17","Calypte costae"
"18","Cardellina pusilla"
"19","Catharus guttatus"
"20","Certhia americana"
"21","Chondestes grammacus"
"22","Cinclus mexicanus"
"23","Cistothorus palustris"
"24","Contopus sordidulus"
"25","Cypseloides niger"
"26","Empidonax hammondii"
"27","Empidonax oberholseri"
"28","Empidonax traillii"
"29","Empidonax wrightii"
"30","Falco columbarius"
"31","Geothlypis tolmiei"
"32","Geothlypis trichas"
"33","Icteria virens"
"34","Ixoreus naevius"
"35","Laterallus jamaicensis"
"36","Leiothlypis celata"
"37","Leiothlypis luciae"
"38","Leiothlypis ruficapilla"
"39","Lophodytes cucullatus"
"40","Mareca americana"
"41","Melospiza georgiana"
"42","Melospiza lincolnii"
"43","Melospiza melodia"
"44","Micrathene whitneyi"
"45","Myadestes townsendi"
"46","Myiarchus cinerascens"
"47","Phalaenoptilus nuttallii"
"48","Pipilo chlorurus"
"49","Pipilo maculatus"
"50","Podilymbus podiceps"
"51","Pyrocephalus rubinus"
"52","Recurvirostra americana"
"53","Corthylio calendula"
"54","Salpinctes obsoletus"
"55","Sayornis nigricans"
"56","Selasphorus calliope"
"57","Selasphorus sasin"
"58","Setophaga nigrescens"
"59","Setophaga occidentalis"
"60","Setophaga petechia"
"61","Setophaga ruticilla"
"62","Setophaga townsendi"
"63","Sialia mexicana"
"64","Spatula cyanoptera"
"65","Spatula discors"
"66","Spizella atrogularis"
"67","Spizella breweri"
"68","Spizella passerina"
"69","Thryomanes bewickii"
"70","Troglodytes pacificus"
"71","Turdus migratorius"
"72","Tyrannus verticalis"
"73","Tyrannus vociferans"
"74","Vireo bellii"
"75","Vireo gilvus"
"76","Vireo plumbeus"
"77","Zonotrichia leucophrys"
"78","Columbina passerina"
"79","Chaetura vauxi"
"80","Ardea herodias"
"81","Accipiter striatus"
"82","Aechmophorus occidentalis"
"83","Anas acuta"
"84","Anas platyrhynchos"
"85","Anthus rubescens"
"86","Ardea alba"
"87","Bubulcus ibis"
"88","Calidris alpina"
"89","Chlidonias niger"
"90","Empidonax difficilis"
"91","Eremophila alpestris"
"92","Falco peregrinus"
"93","Gelochelidon nilotica"
"94","Himantopus himantopus"
"95","Hirundo rustica"
"96","Hydroprogne caspia"
"97","Icterus parisorum"
"98","Nycticorax nycticorax"
"99","Pandion haliaetus"
"100","Passer domesticus"
"101","Pluvialis squatarola"
"102","Rallus limicola"
"103","Riparia riparia"
"104","Sayornis saya"
"105","Sialia currucoides"
"106","Spatula clypeata"
"107","Sterna hirundo"
"108","Sturnus vulgaris"
"109","Tyto alba"
"110","Vireo vicinior"
"111","Fulica americana"
"112","Charadrius semipalmatus"
"113","Charadrius vociferus"
"114","Chordeiles acutipennis"
"115","Chordeiles minor"
"116","Circus hudsonius"
"117","Colaptes chrysoides"
"118","Columbina inca"
"119","Coragyps atratus"
"120","Cygnus columbianus"
"121","Dendrocygna bicolor"
"122","Dryobates pubescens"
"123","Egretta thula"
"124","Elanus leucurus"
"125","Falco mexicanus"
"126","Falco sparverius"
"127","Gallinago delicata"
"128","Gallinula galeata"
"129","Spinus pinus"
"130","Ixobrychus exilis"
"131","Spinus lawrencei"
"132","Spinus tristis"
"133","Haemorhous cassinii"
"134","Haemorhous purpureus"
"135","Gymnorhinus cyanocephalus"
"136","Larus californicus"
"137","Larus delawarensis"
"138","Larus livens"
"139","Limnodromus scolopaceus"
"140","Mareca strepera"
"141","Megascops kennicottii"
"142","Melanerpes lewis"
"143","Mycteria americana"
"144","Numenius americanus"
"145","Numenius phaeopus"
"146","Patagioenas fasciata"
"147","Pelecanus erythrorhynchos"
"148","Nannopterum auritum"
"149","Plegadis chihi"
"150","Pluvialis dominica"
"151","Porzana carolina"
"152","Psiloscops flammeolus"
"153","Rallus obsoletus"
"154","Selasphorus rufus"
"155","Sphyrapicus nuchalis"
"156","Sphyrapicus ruber"
"157","Sphyrapicus thyroideus"
"158","Sterna forsteri"
"159","Strix occidentalis"
"160","Tringa flavipes"
"161","Tringa semipalmata"
"162","Zenaida macroura"
"163","Zenaida asiatica"
"164","Aphelocoma californica"
"165","Myiarchus tyrannulus"
"166","Passerculus sandwichensis"
"167","Progne subis"
"168","Sitta carolinensis"
"169","Stelgidopteryx serripennis"
"170","Molothrus aeneus"
"171","Chamaea fasciata"
"172","Limosa fedoa"
"173","Parabuteo unicinctus"
"174","Tringa melanoleuca"
"175","Tringa solitaria"
"176","Junco hyemalis"
"177","Campylorhynchus brunneicapillus"
"178","Catherpes mexicanus"
"179","Corvus corax"
"180","Euphagus cyanocephalus"
"181","Oreoscoptes montanus"
"182","Icterus cucullatus"
"183","Piranga ludoviciana"
"184","Lanius ludovicianus"
"185","Melozone aberti"
"186","Haliaeetus leucocephalus"
"187","Nucifraga columbiana"
"188","Accipiter cooperii"
"189","Accipiter gentilis"
"190","Passerina amoena"
"191","Petrochelidon pyrrhonota"
"192","Phainopepla nitens"
"193","Pheucticus melanocephalus"
"194","Piranga rubra"
"195","Polioptila caerulea"
"196","Pooecetes gramineus"
"197","Calidris bairdii"
"198","Calidris minutilla"
"199","Melanerpes uropygialis"
"200","Sitta pygmaea"
"201","Tachycineta bicolor"
"202","Toxostoma crissale"
"203","Toxostoma bendirei"
"204","Toxostoma lecontei"
"205","Toxostoma redivivum"
"206","Vireo cassinii"
"207","Xanthocephalus xanthocephalus"
"208","Calypte anna"
"209","Zonotrichia atricapilla"
"210","Actitis macularius"
"211","Aechmophorus clarkii"
"212","Aegolius acadicus"
"213","Antrostomus arizonae"
"214","Aquila chrysaetos"
"215","Asio flammeus"
"216","Athene cunicularia"
"217","Botaurus lentiginosus"
"218","Brotogeris chiriri"
"219","Bucephala clangula"
"220","Buteo albonotatus"
"221","Buteo jamaicensis"
"222","Buteo lagopus"
"223","Buteo regalis"
"224","Buteo swainsoni"
"225","Calidris mauri"
"226","Calidris melanotos"
"227","Baeolophus inornatus"
"228","Contopus cooperi"
"229","Mimus polyglottos"
"230","Loxia curvirostra"
"231","Troglodytes aedon"
"232","Egretta caerulea"
"233","Dryobates scalaris"
"234","Poecile gambeli"
"235","Tachycineta thalassina"
"236","Vireo huttoni"
"237","Anthus spragueii"
"238","Charadrius montanus"
"239","Catharus ustulatus"
"240","Haemorhous mexicanus"
"241","Passerina cyanea"
"242","Cardinalis cardinalis"
"243","Spinus psaltria"
"244","Agelaius phoeniceus"
"245","Aimophila ruficeps"
"246","Molothrus ater"
"247","Psaltriparus minimus"
"248","Sitta canadensis"
"249","Zonotrichia albicollis"
"250","Polioptila melanura"
"251","Passerina caerulea"
"252","Aratinga nenday"
"253","Branta canadensis"
"254","Brotogeris versicolurus"
"255","Bubo virginianus"
"256","Cairina moschata"
