,mpd5,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245
Low,43.241243965,64.63323121333329,69.24591396857143,74.28598024631576,80.37090458266671,80.76396511373564,82.13329122764709,84.0995169858654,84.58549357969697,84.71956358832648,85.17428434195287,86.31794695889828,86.58212345298074,85.89680825531052,87.49698959421625,87.85717267995253,88.47576690355744,88.52410269480646,89.30246104512881,89.03938201744948,89.37533978879122,89.68823004674725,90.1207107894661,89.95863148084732,90.04171581141289,90.84423263453787,90.65030977540628,91.08820631275438,91.16829338252394,91.17874093488588,91.72267995798076,92.0401931900963,91.85516174741316,92.12437550445352,92.352002626913,92.57232936096366,92.50810841721504,92.76496121453354,92.98334689408408,92.97655250698237,93.14595448962221,93.33380811529851,93.58970277031733,93.81669474786322,93.92375183719837,94.1572268757575,94.37237925613024,94.57002494598854,95.06583130334221
High,120.97247780999999,113.11211504277767,111.00569153238084,109.35779278315825,107.814805069833,106.13792791189637,106.35869477436982,105.32999585826903,104.72442713590874,104.30344374818405,103.2722693136698,103.26962521184987,103.11942993692291,102.83908962828141,102.26781623072115,102.18542430231822,101.84505960697453,101.30481349273424,101.10802229535285,100.97011242773227,100.75784035228898,100.57744065212695,100.46627706331853,99.84524962574234,99.77039836901285,99.59769390090642,99.4665859147208,99.1787971742446,99.40947579878829,98.98747522048765,98.88492959266028,98.78499437212267,98.71527767900594,98.59637177359379,98.2752229584663,98.23065792893388,98.19357196905996,98.08821905542608,98.0209942895163,97.543695715809,97.46427580398374,97.30763749883688,97.30101820409911,97.1281643955313,96.84517200580954,96.64158785365005,96.52680621871247,96.24268010230558,95.78119216943128
Mean,94.6806678504,94.67841394204446,94.85511133462857,95.61074561248948,95.57270770539334,95.18101935737472,95.68656324207394,95.5462935939269,95.57442562755757,95.45091311815428,95.36739058634882,95.34175253409153,95.43403631764231,95.4154327623205,95.31210616664289,95.43311925975125,95.43064500125715,95.31459211097103,95.38284636067905,95.45786943654122,95.50091347809048,95.33835617526856,95.41217386873166,95.40782082972507,95.38864977377857,95.41540677410055,95.39937113631531,95.40985629314645,95.47974043394501,95.29086635429253,95.36821852112257,95.49164638939072,95.40829959496008,95.45331209481344,95.3785107161035,95.45770441039893,95.50974649343478,95.47532711846861,95.49474641647222,95.39660770425039,95.45611801764898,95.45145344533712,95.43409467967885,95.43052587640594,95.45540783890912,95.40105835586148,95.42892075923608,95.45113054802553,95.43489358685093
