"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",-1.00985388071404,158.419680001143,11455.8672270881,274.075853893135
"2","high",-0.833084876673657,88.7890073455243,8171.26695590755,177.019323524782
