"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",0.782645654104733,37.2488635328553,115.681726002612,4.52972782412856
"2","high",0.743984890523052,22.346246325358,453.062184742943,2.25100155694624
