"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",-1.04689003610338,7.27089639603207,174.399771976895,1.35177102345684
"2","high",0.86149210782666,172.085088091159,286.184424356931,0.932430379896995
