,mntd5,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65
Low,71.02817197,65.11495581,59.50016374333337,54.6243009175,51.961290496,49.55364927500003,47.63154840000003,46.04592431,44.51410214222223,43.489540913,42.84157750909089,42.72194125666667,42.759635967692304
High,189.4536272,133.17437675999997,107.19224264,93.76825774,84.238398074,75.95653619166667,71.27569750714288,66.21196752,62.517381885555565,58.358082083999996,54.395436071818175,52.078671704166695,48.59120056461533
Mean,133.2168786464,99.3551108904,83.7238535312,74.2748147248,68.45826074520001,63.34540651046667,59.74108585062857,56.2284122027,53.54680471266666,50.98090429112,48.811836179672724,47.21370862973334,45.58589520483077
