,mpd5,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65
Low,140.252524,157.09953888888933,161.3951418914289,165.31251820236866,166.94714191116668,167.47798112218342,168.15003229344583,169.63026838756406,170.2003574436362,170.68357279897972,170.99128010794567,171.67919484912397,172.30543160906214
High,194.0171648,184.68247353666686,181.433952320476,179.62011828710533,178.603820203667,177.9446826670112,177.356426885882,176.63612031641037,176.13301774444432,175.70102815285708,175.3123759457571,174.94640802279642,174.33019302076968
Mean,173.59511310919999,173.60962029093335,173.35365545918094,173.58050400713682,173.64970774293332,173.46392450505746,173.4357292849916,173.4139991007359,173.46872891377575,173.430071553169,173.49672943713674,173.44273711343732,173.44988443652883
