,mpd5,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85
Low,137.45610180499997,154.83158073777736,160.47455037333376,161.9254867736842,164.78921678766667,164.92444685459793,166.82781110016793,167.168368264359,167.48919060116205,168.19003953302084,168.86684260367014,169.02081931587568,169.54556730480724,169.81597706240123,170.23971395634246,170.69687657553763,171.000458963585
High,190.9896986,183.19238975111108,180.0100292428569,178.68803426947406,177.33157834349967,176.53213728160873,175.86447775092438,175.43757558807673,174.93014866777733,174.4648100451836,174.05185779094225,173.82639339850294,173.48735187980753,173.17994293828173,172.8215825313154,172.49158045265835,171.961103296359
Mean,170.9874169062,171.56761050235556,171.73855014302856,171.7306095018421,171.64523328298,171.48432955247816,171.71050078742857,171.6322971701205,171.60869820730704,171.63825023395103,171.71763561418587,171.7201604429322,171.70799436512786,171.68104476129608,171.68181197739315,171.71261190025763,171.69087922437484
