"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",-0.957262281122264,81.9568474534992,8604.19134747798,197.79169173737
"2","high",-0.881449224881822,105.526455669206,5626.50307255232,94.2584190963051
