,mntd5,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85
Low,74.91918048,64.90818585999999,59.46081438000003,54.82659369,53.88260795,51.668598759999995,51.07094406857146,49.845712588750004,48.683921882222194,47.716929762,47.10343755090908,45.59883449666667,45.36816788076922,45.24751771428572,44.7794618866667,44.880304765625,45.1581375529412
High,176.2181868,128.82343789,105.30980155,92.17351821999999,84.577145876,77.11564004499996,72.31798434571432,68.37182441249999,64.69455323444446,62.311349721999996,59.94642775636365,57.59039532499997,55.477680002307665,53.26006061285719,51.736470286666666,49.56440483625,47.2616418823529
Mean,129.1374106396,97.23565608340002,82.5341718268,74.5662638436,69.40045300688001,65.29953801606666,61.99466914914285,59.4466961245,57.133138843244446,55.370746672239996,53.44428692134545,51.892586943433336,50.49208037803077,49.323585982857146,48.262813785493336,47.22926092865,46.31310733623529
