"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Agelaius tricolor"
"10","Aimophila ruficeps"
"11","Aix sponsa"
"12","Alectoris chukar"
"13","Ammodramus savannarum"
"14","Ammospiza nelsoni"
"15","Amphispiza bilineata"
"16","Anas acuta"
"17","Anas platyrhynchos"
"18","Anser albifrons"
"19","Anser caerulescens"
"20","Anser rossii"
"21","Anthus rubescens"
"22","Aphelocoma californica"
"23","Aquila chrysaetos"
"24","Aratinga nenday"
"25","Archilochus alexandri"
"26","Ardea alba"
"27","Ardea herodias"
"28","Arenaria interpres"
"29","Arenaria melanocephala"
"30","Artemisiospiza belli"
"31","Asio flammeus"
"32","Asio otus"
"33","Athene cunicularia"
"34","Aythya affinis"
"35","Aythya americana"
"36","Aythya collaris"
"37","Aythya marila"
"38","Aythya valisineria"
"39","Baeolophus inornatus"
"40","Bombycilla cedrorum"
"41","Bombycilla garrulus"
"42","Botaurus lentiginosus"
"43","Branta bernicla"
"44","Branta canadensis"
"45","Branta hutchinsii"
"46","Brotogeris chiriri"
"47","Bubo virginianus"
"48","Bubulcus ibis"
"49","Bucephala albeola"
"50","Bucephala clangula"
"51","Bucephala islandica"
"52","Buteo jamaicensis"
"53","Buteo lagopus"
"54","Buteo lineatus"
"55","Buteo regalis"
"56","Buteo swainsoni"
"57","Calidris alba"
"58","Calidris alpina"
"59","Calidris canutus"
"60","Calidris mauri"
"61","Calidris minutilla"
"62","Calidris ptilocnemis"
"63","Calidris virgata"
"64","Callipepla californica"
"65","Calypte anna"
"66","Calypte costae"
"67","Cardellina pusilla"
"68","Cathartes aura"
"69","Catharus guttatus"
"70","Catharus ustulatus"
"71","Catherpes mexicanus"
"72","Cepphus columba"
"73","Certhia americana"
"74","Chaetura vauxi"
"75","Chamaea fasciata"
"76","Charadrius montanus"
"77","Charadrius nivosus"
"78","Charadrius semipalmatus"
"79","Charadrius vociferus"
"80","Chlidonias niger"
"81","Chondestes grammacus"
"82","Chordeiles acutipennis"
"83","Chordeiles minor"
"84","Cinclus mexicanus"
"85","Circus hudsonius"
"86","Cistothorus palustris"
"87","Columbina passerina"
"88","Contopus cooperi"
"89","Contopus sordidulus"
"90","Coragyps atratus"
"91","Corthylio calendula"
"92","Corvus brachyrhynchos"
"93","Corvus corax"
"94","Cyanocitta stelleri"
"95","Cygnus columbianus"
"96","Cypseloides niger"
"97","Dryobates nuttallii"
"98","Dryobates pubescens"
"99","Egretta thula"
"100","Elanus leucurus"
"101","Empidonax difficilis"
"102","Empidonax hammondii"
