"","x"
"1","Aix sponsa"
"2","Amazona viridigenalis"
"3","Amphispiza bilineata"
"4","Anser caerulescens"
"5","Anser rossii"
"6","Archilochus alexandri"
"7","Artemisiospiza belli"
"8","Asio otus"
"9","Aythya affinis"
"10","Aythya americana"
"11","Aythya collaris"
"12","Aythya valisineria"
"13","Bombycilla cedrorum"
"14","Branta bernicla"
"15","Branta hutchinsii"
"16","Calypte costae"
"17","Cardellina pusilla"
"18","Catharus guttatus"
"19","Certhia americana"
"20","Chondestes grammacus"
"21","Cinclus mexicanus"
"22","Cistothorus palustris"
"23","Contopus sordidulus"
"24","Cypseloides niger"
"25","Empidonax hammondii"
"26","Empidonax oberholseri"
"27","Empidonax traillii"
"28","Falco columbarius"
"29","Geothlypis tolmiei"
"30","Geothlypis trichas"
"31","Icteria virens"
"32","Ixoreus naevius"
"33","Laterallus jamaicensis"
"34","Leiothlypis celata"
"35","Leiothlypis ruficapilla"
"36","Lophodytes cucullatus"
"37","Mareca americana"
"38","Melanitta americana"
"39","Melospiza georgiana"
"40","Melospiza lincolnii"
"41","Melospiza melodia"
"42","Myadestes townsendi"
"43","Myiarchus cinerascens"
"44","Phalaenoptilus nuttallii"
"45","Pipilo chlorurus"
"46","Pipilo maculatus"
"47","Podilymbus podiceps"
"48","Psittacara erythrogenys"
"49","Pyrocephalus rubinus"
"50","Recurvirostra americana"
"51","Corthylio calendula"
"52","Salpinctes obsoletus"
"53","Sayornis nigricans"
"54","Selasphorus calliope"
"55","Selasphorus sasin"
"56","Setophaga nigrescens"
"57","Setophaga occidentalis"
"58","Setophaga palmarum"
"59","Setophaga petechia"
"60","Setophaga ruticilla"
"61","Setophaga townsendi"
"62","Sialia mexicana"
"63","Spatula cyanoptera"
"64","Spatula discors"
"65","Spizella atrogularis"
"66","Spizella breweri"
"67","Spizella passerina"
"68","Strix nebulosa"
"69","Thryomanes bewickii"
"70","Troglodytes pacificus"
"71","Turdus migratorius"
"72","Tyrannus verticalis"
"73","Tyrannus vociferans"
"74","Vireo gilvus"
"75","Zonotrichia leucophrys"
"76","Columbina passerina"
"77","Phoebastria nigripes"
"78","Chaetura vauxi"
"79","Ardea herodias"
"80","Accipiter striatus"
"81","Aechmophorus occidentalis"
"82","Alectoris chukar"
"83","Anas acuta"
"84","Anas platyrhynchos"
"85","Anthus rubescens"
"86","Ardea alba"
"87","Ardenna carneipes"
"88","Ardenna grisea"
"89","Arenaria interpres"
"90","Brachyramphus marmoratus"
"91","Bubulcus ibis"
"92","Calidris alpina"
"93","Chlidonias niger"
"94","Empidonax difficilis"
"95","Eremophila alpestris"
"96","Falco peregrinus"
"97","Himantopus himantopus"
"98","Hirundo rustica"
"99","Hydroprogne caspia"
"100","Icterus parisorum"
"101","Larus canus"
"102","Larus glaucoides"
"103","Nycticorax nycticorax"
"104","Pandion haliaetus"
"105","Passer domesticus"
"106","Pluvialis fulva"
"107","Pluvialis squatarola"
"108","Rallus limicola"
"109","Riparia riparia"
"110","Sayornis saya"
"111","Sialia currucoides"
"112","Spatula clypeata"
"113","Sterna hirundo"
"114","Sturnus vulgaris"
"115","Tyto alba"
"116","Urile pelagicus"
"117","Vireo vicinior"
"118","Charadrius nivosus"
"119","Fulica americana"
"120","Charadrius semipalmatus"
"121","Charadrius vociferus"
"122","Chordeiles acutipennis"
"123","Chordeiles minor"
"124","Circus hudsonius"
"125","Coragyps atratus"
"126","Dendragapus fuliginosus"
"127","Cygnus columbianus"
"128","Dryobates nuttallii"
"129","Dryobates pubescens"
"130","Egretta thula"
"131","Elanus leucurus"
"132","Falco mexicanus"
"133","Fratercula cirrhata"
"134","Falco sparverius"
"135","Gallinago delicata"
"136","Gallinula galeata"
"137","Gavia immer"
"138","Gavia pacifica"
"139","Picoides arcticus"
"140","Spinus pinus"
"141","Gymnogyps californianus"
"142","Histrionicus histrionicus"
"143","Hydrobates furcatus"
"144","Hydrobates homochroa"
"145","Hydrobates melania"
"146","Hydrobates microsoma"
"147","Mareca penelope"
"148","Spinus lawrencei"
"149","Spinus tristis"
"150","Haemorhous cassinii"
"151","Haemorhous purpureus"
"152","Larus californicus"
"153","Larus delawarensis"
"154","Larus heermanni"
"155","Larus glaucescens"
"156","Larus occidentalis"
"157","Limnodromus scolopaceus"
"158","Limnodromus griseus"
"159","Poecile rufescens"
"160","Melanitta perspicillata"
"161","Mareca strepera"
"162","Megascops kennicottii"
"163","Melanerpes formicivorus"
"164","Melanerpes lewis"
"165","Numenius americanus"
"166","Numenius phaeopus"
"167","Patagioenas fasciata"
"168","Pelecanus erythrorhynchos"
"169","Pelecanus occidentalis"
"170","Nannopterum auritum"
"171","Phasianus colchicus"
"172","Plegadis chihi"
"173","Pluvialis dominica"
"174","Porzana carolina"
"175","Psiloscops flammeolus"
"176","Ptychoramphus aleuticus"
"177","Rallus obsoletus"
"178","Rynchops niger"
"179","Sphyrapicus ruber"
"180","Sphyrapicus nuchalis"
"181","Sphyrapicus thyroideus"
"182","Sterna forsteri"
"183","Sternula antillarum"
"184","Strix varia"
"185","Strix occidentalis"
"186","Synthliboramphus scrippsi"
"187","Tringa flavipes"
"188","Tringa semipalmata"
"189","Tringa incana"
"190","Tringa melanoleuca"
"191","Zenaida macroura"
"192","Aphelocoma californica"
"193","Myiarchus tyrannulus"
"194","Progne subis"
"195","Passerculus sandwichensis"
"196","Pica hudsonia"
"197","Sitta carolinensis"
"198","Stelgidopteryx serripennis"
"199","Podiceps grisegena"
"200","Pterodroma cookii"
"201","Uria aalge"
"202","Chamaea fasciata"
"203","Limosa fedoa"
"204","Synthliboramphus hypoleucus"
"205","Junco hyemalis"
"206","Synthliboramphus craveri"
"207","Thalasseus maximus"
"208","Bombycilla garrulus"
"209","Campylorhynchus brunneicapillus"
"210","Catherpes mexicanus"
"211","Corvus corax"
"212","Euphagus cyanocephalus"
"213","Oreoscoptes montanus"
"214","Icterus cucullatus"
"215","Piranga ludoviciana"
"216","Lanius ludovicianus"
"217","Ixobrychus exilis"
"218","Haliaeetus leucocephalus"
"219","Nucifraga columbiana"
"220","Accipiter cooperii"
"221","Accipiter gentilis"
"222","Passerina amoena"
"223","Petrochelidon pyrrhonota"
"224","Phainopepla nitens"
"225","Pheucticus melanocephalus"
"226","Piranga rubra"
"227","Polioptila caerulea"
"228","Pooecetes gramineus"
"229","Calidris minutilla"
"230","Calidris virgata"
"231","Sitta pygmaea"
"232","Melanitta deglandi"
"233","Tachycineta bicolor"
"234","Urile penicillatus"
"235","Toxostoma lecontei"
"236","Toxostoma redivivum"
"237","Ardenna bulleri"
"238","Vireo cassinii"
"239","Xanthocephalus xanthocephalus"
"240","Calypte anna"
"241","Zonotrichia atricapilla"
"242","Synthliboramphus antiquus"
"243","Thalasseus elegans"
"244","Actitis macularius"
"245","Aegolius acadicus"
"246","Aechmophorus clarkii"
"247","Bucephala islandica"
"248","Aquila chrysaetos"
"249","Arenaria melanocephala"
"250","Asio flammeus"
"251","Athene cunicularia"
"252","Aythya marila"
"253","Botaurus lentiginosus"
"254","Brotogeris chiriri"
"255","Bucephala clangula"
"256","Buteo jamaicensis"
"257","Buteo lagopus"
