"","names"
"1","Anser_caerulescens"
"2","Anser_rossii"
"3","Artemisiospiza_belli"
"4","Leiothlypis_celata"
"5","Leiothlypis_ruficapilla"
"6","Mareca_americana"
"7","Melanitta_americana"
"8","Psittacara_erythrogenys"
"9","Corthylio_calendula"
"10","Spatula_cyanoptera"
"11","Spatula_discors"
"12","Troglodytes_pacificus"
"13","Ardenna_carneipes"
"14","Ardenna_grisea"
"15","Spatula_clypeata"
"16","Urile_pelagicus"
"17","Charadrius_nivosus"
"18","Circus_hudsonius"
"19","Dendragapus_fuliginosus"
"20","Dryobates_nuttallii"
"21","Dryobates_pubescens"
"22","Hydrobates_furcatus"
"23","Hydrobates_homochroa"
"24","Hydrobates_melania"
"25","Hydrobates_microsoma"
"26","Mareca_penelope"
"27","Haemorhous_cassinii"
"28","Haemorhous_purpureus"
"29","Mareca_strepera"
"30","Nannopterum_auritum"
"31","Psiloscops_flammeolus"
"32","Rallus_obsoletus"
"33","Synthliboramphus_scrippsi"
"34","Calidris_virgata"
"35","Melanitta_deglandi"
"36","Urile_penicillatus"
"37","Ardenna_bulleri"
"38","Ardenna_tenuirostris"
"39","Ardenna_creatopus"
"40","Dryobates_scalaris"
"41","Lanius_borealis"
"42","Ammospiza_nelsoni"
"43","Haemorhous_mexicanus"
"44","Aratinga_nenday"
"45","Hydrobates_leucorhous"
"46","Psittacara_mitratus"
