"","x"
"1","Odocoileus virginianus"
"2","Sorex vagrans"
"3","Neotoma fuscipes"
"4","Microdipodops megacephalus"
"5","Urocyon cinereoargenteus"
"6","Mustela frenata"
"7","Ursus arctos"
"8","Onychomys leucogaster"
"9","Taxidea taxus"
"10","Lepus townsendii"
"11","Antilocapra americana"
"12","Lasionycteris noctivagans"
"13","Sorex tenellus"
"14","Sorex lyelli"
"15","Myotis lucifugus"
"16","Neotamias minimus"
"17","Myotis californicus"
"18","Sylvilagus nuttallii"
"19","Lemmiscus curtatus"
"20","Dipodomys californicus"
"21","Ursus americanus"
"22","Myotis melanorhinus"
"23","Neotoma cinerea"
"24","Eumops perotis"
"25","Ochotona princeps"
"26","Ammospermophilus leucurus"
"27","Aplodontia rufa"
"28","Reithrodontomys megalotis"
"29","Neotoma macrotis"
"30","Neotamias quadrimaculatus"
"31","Neotamias panamintinus"
"32","Phenacomys intermedius"
"33","Lepus californicus"
"34","Dipodomys microps"
"35","Ovis canadensis"
"36","Sorex trowbridgii"
"37","Thomomys talpoides"
"38","Sorex monticola"
"39","Peromyscus maniculatus"
"40","Corynorhinus townsendii"
"41","Chaetodipus formosus"
"42","Peromyscus californicus"
"43","Antrozous pallidus"
"44","Neotamias merriami"
"45","Neotamias alpinus"
"46","Urocitellus beldingi"
"47","Didelphis virginiana"
"48","Neotoma bryanti"
"49","Otospermophilus beecheyi"
"50","Marmota flaviventris"
"51","Sciurus griseus"
"52","Dipodomys panamintinus"
"53","Perognathus longimembris"
"54","Cervus canadensis"
"55","Neotamias speciosus"
"56","Dipodomys agilis"
"57","Dipodomys merriami"
"58","Vulpes macrotis"
"59","Microtus longicaudus"
"60","Vulpes vulpes"
"61","Onychomys torridus"
"62","Myotis evotis"
"63","Martes pennanti"
"64","Sorex palustris"
"65","Eptesicus fuscus"
"66","Mustela erminea"
"67","Microtus californicus"
"68","Microtus montanus"
"69","Lasiurus blossevillii"
"70","Perognathus alticola"
"71","Urocitellus canus"
"72","Lasiurus cinereus"
"73","Sylvilagus audubonii"
"74","Neotamias senex"
"75","Peromyscus crinitus"
"76","Lepus americanus"
"77","Odocoileus hemionus"
"78","Thomomys townsendii"
"79","Procyon lotor"
"80","Scapanus latimanus"
"81","Chaetodipus californicus"
"82","Lynx rufus"
"83","Clethrionomys californicus"
"84","Euderma maculatum"
"85","Gulo gulo"
"86","Neotoma lepida"
"87","Zapus princeps"
"88","Tamiasciurus douglasii"
"89","Callospermophilus lateralis"
"90","Myotis thysanodes"
"91","Thomomys monticola"
"92","Neotamias umbrinus"
"93","Tadarida brasiliensis"
"94","Canis latrans"
"95","Thomomys bottae"
"96","Parastrellus hesperus"
"97","Neotamias amoenus"
"98","Glaucomys sabrinus"
"99","Bassariscus astutus"
"100","Mephitis mephitis"
"101","Peromyscus boylii"
"102","Peromyscus truei"
"103","Sorex merriami"
"104","Sorex ornatus"
"105","Martes americana"
"106","Mus musculus"
"107","Perognathus inornatus"
"108","Spilogale gracilis"
"109","Notiosorex crawfordi"
"110","Myotis volans"
"111","Myotis yumanensis"
"112","Erethizon dorsatum"
"113","Dipodomys heermanni"
"114","Sylvilagus bachmani"
"115","Urocitellus mollis"
"116","Dipodomys ordii"
"117","Puma concolor"
"118","Perognathus parvus"
