"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Agelaius tricolor"
"10","Aix sponsa"
"11","Alectoris chukar"
"12","Ammodramus savannarum"
"13","Amphispiza bilineata"
"14","Anas acuta"
"15","Anas platyrhynchos"
"16","Anser albifrons"
"17","Anser caerulescens"
"18","Anser rossii"
"19","Anthus rubescens"
"20","Aphelocoma californica"
"21","Aquila chrysaetos"
"22","Aratinga nenday"
"23","Archilochus alexandri"
"24","Ardea alba"
"25","Ardea herodias"
"26","Arenaria interpres"
"27","Artemisiospiza belli"
"28","Asio flammeus"
"29","Asio otus"
"30","Athene cunicularia"
"31","Aythya affinis"
"32","Aythya americana"
"33","Aythya collaris"
"34","Aythya marila"
"35","Aythya valisineria"
"36","Baeolophus inornatus"
"37","Bombycilla cedrorum"
"38","Bombycilla garrulus"
"39","Botaurus lentiginosus"
"40","Branta bernicla"
"41","Branta canadensis"
"42","Branta hutchinsii"
"43","Bubo virginianus"
"44","Bubulcus ibis"
"45","Bucephala albeola"
"46","Bucephala clangula"
"47","Bucephala islandica"
"48","Buteo jamaicensis"
"49","Buteo lagopus"
"50","Buteo lineatus"
"51","Buteo regalis"
"52","Buteo swainsoni"
"53","Calidris alpina"
"54","Calidris mauri"
"55","Calidris minutilla"
"56","Callipepla californica"
"57","Calypte anna"
"58","Calypte costae"
"59","Cardellina pusilla"
"60","Cathartes aura"
"61","Catharus guttatus"
"62","Catharus ustulatus"
"63","Catherpes mexicanus"
"64","Certhia americana"
"65","Chaetura vauxi"
"66","Chamaea fasciata"
"67","Charadrius montanus"
"68","Charadrius semipalmatus"
"69","Charadrius vociferus"
"70","Chlidonias niger"
"71","Chondestes grammacus"
"72","Chordeiles acutipennis"
"73","Chordeiles minor"
"74","Cinclus mexicanus"
"75","Circus hudsonius"
"76","Cistothorus palustris"
"77","Coccyzus americanus"
"78","Columbina passerina"
"79","Contopus cooperi"
"80","Contopus sordidulus"
"81","Corthylio calendula"
"82","Corvus brachyrhynchos"
"83","Corvus corax"
"84","Cyanocitta stelleri"
"85","Cygnus columbianus"
"86","Cypseloides niger"
"87","Dryobates nuttallii"
"88","Dryobates pubescens"
"89","Egretta thula"
"90","Elanus leucurus"
"91","Empidonax difficilis"
"92","Empidonax hammondii"
"93","Empidonax oberholseri"
"94","Empidonax traillii"
"95","Eremophila alpestris"
"96","Euphagus cyanocephalus"
"97","Falco columbarius"
"98","Falco mexicanus"
"99","Falco peregrinus"
"100","Falco sparverius"
"101","Fulica americana"
"102","Gallinago delicata"
