,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455
Low,202.6433533055551,208.33023466238092,216.9871008359773,217.38454507531998,220.96957973360375,220.29593014437023,222.7804594009569,224.14716284247575,225.56556285884477,226.09963946705903,226.5663319294021,226.67223849232008,228.6068424539653,227.49635838860897,228.8842076612568,228.9226966061773,229.69684509703842,229.71519198717107,230.41440996970798,231.0490568917045,231.37699286263359,232.14341782076548,232.66621334954402,231.72017454068487,233.16825832042244,232.81068944417098,232.98111731278917,234.03497214097618,233.80680821444182,233.66448515621227,234.87233081401553,235.1537136921955,235.17457079233742,234.2144993895122,235.20282109312154,235.29424565309725,235.7228818910775,235.66858477852554,236.7318540007418,236.02639393855355,236.42238456531922,237.0030794823068,236.7514850422052,237.3934336417324,238.02165847607804,238.35651873456513,237.58739519105345,238.04888572763628,238.32504147328058,238.33708757955668,238.82334987092742,239.09394795869076,239.34024896676104,238.7319292530464,239.0121177536244,239.02856534593425,240.2644008559013,239.7062744921648,240.29012184126026,240.1440464814773,240.02341476559394,240.52136103991378,240.41301871215816,241.1970724516808,241.3989860139022,241.44880396942193,240.97713370481011,241.0114280378649,241.35637489290878,241.97134070831055,242.3932645205906,242.17677005369262,241.95760227249778,242.52735303358833,242.39864402123027,242.91852124139925,242.5974525185467,243.21139702036356,243.24245553187242,243.12054354572942,243.9062325464501,244.08020336695557,244.0549972964997,244.403679425722,243.88758942566201,244.53862603046755,245.48887727384155,245.60439815731687,245.65906096074406,247.287266908956
High,328.676222074839,302.92640036447455,293.3252580147368,299.337169311293,291.87372903458885,288.28358210111804,283.03090188297034,278.9227938167711,276.33127088573804,277.8545065568192,276.61348945603953,274.3878695178959,273.463852814761,270.58748913382834,270.41952852324886,269.66817598736344,270.0176305390838,267.7197874947163,267.0762251219342,267.621038663083,266.9958485483133,264.3377394646658,264.92350842254865,263.2319918863061,263.7569442239324,263.5834114052567,261.47791385806875,261.2188182572118,261.9425145354922,261.663115959148,260.22838993323177,260.95187499085034,260.26483839200716,260.2359532473166,259.9753468137834,260.2676587827109,259.6267526813252,257.81723908726724,258.58628129607206,258.2694187806267,258.18925542636254,257.76186518480574,257.41328635631896,257.07272584110615,257.0338208419574,257.53280605111865,255.9615285071739,256.1214375041295,255.67443965340183,255.20323581519307,255.3514045627163,255.23545361982127,255.43159062833757,254.592186384259,254.83520460135486,254.61201119365964,254.8087942829562,253.6512098264744,253.5976121596427,253.8431319934652,253.79788803678522,253.45678328291504,253.47233847952575,253.04412318716751,252.79513740248169,252.7611112314722,252.63700390154133,252.4567206375133,252.22279907136922,252.02578890879502,251.58640178735217,251.45919542135934,251.39570756887971,251.02405480156193,251.0947223460749,251.0205021954244,250.70412533122175,250.4321351160639,250.21015524360948,250.03395255373223,249.94095392375658,249.56656990091417,249.42213542824416,249.20770640606443,249.0345140119695,248.8420909173732,248.59142460087443,248.3143237801668,248.02974214120752,247.59598759529
Mean,245.54617975816603,247.06748914729215,246.8588670637442,247.95113354559714,247.11068981564705,247.94176601803716,247.8811440645475,247.2014204640694,247.30369922641728,247.43057696493491,247.45767898528266,247.1598089941936,247.1890377796702,246.60597912127653,247.26316245950204,247.50652861298082,247.39692637852528,247.2536714919278,246.9454869110544,247.46222536180605,247.70606562570302,247.7638876650937,247.34114166749941,246.98467540869132,247.62993049043283,247.61454142444376,247.05729740348903,247.32851199153563,247.30738959295059,247.18111432198336,247.15506544183827,247.80617421662018,247.1156979755488,246.94994418517152,247.52871430428576,247.4775940912361,247.51368565013934,247.15517302698277,247.43340449791603,247.17486187174987,247.28780043162786,247.31026764034235,247.4292508919241,247.5681567019922,247.45190423844127,247.52767926710703,247.2657926206531,247.41615305550042,247.47859989874758,247.23950823750337,247.44893926192051,247.45246102106267,247.63384281631946,247.38467344323095,247.35159806261396,247.49634889686072,247.42107881674258,247.3436557231437,247.35501691549217,247.27007790281164,247.34377318261713,247.51307412330763,247.5467640947362,247.43799011764185,247.510564561325,247.49841027985315,247.4377005478344,247.2710706965701,247.4132934898716,247.45997248180188,247.51149651227732,247.40155663805334,247.3945182061727,247.40908551495767,247.3516648634015,247.51285106369957,247.42091640116706,247.52273701315937,247.41396559897188,247.44293830066133,247.46111119394192,247.52603234723517,247.34660475299088,247.43039916138042,247.33733202335054,247.4475738883128,247.4363961767329,247.44380216890318,247.3904523738253,247.40116004081042
