"","name"
"1","Abronia"
"2","Abutilon"
"3","Acanthoscyphus"
"4","Acmispon"
"5","Aconogonon"
"6","Agave"
"7","Ageratina"
"8","Allotropa"
"9","Amauriopsis"
"10","Amphipappus"
"11","Amsonia"
"12","Ancistrocarphus"
"13","Anthoxanthum"
"14","Antirrhinum"
"15","Arctomecon"
"16","Argemone"
"17","Argyrochosma"
"18","Aristocapsa"
"19","Asplenium"
"20","Astrolepis"
"21","Athyrium"
"22","Azolla"
"23","Bahia"
"24","Bahiopsis"
"25","Bistorta"
"26","Botrychium"
"27","Botrypus"
"28","Calliscirpus"
"29","Callitriche"
"30","Calyptridium"
"31","Camassia"
"32","Camissonia"
"33","Camissoniopsis"
"34","Canbya"
"35","Carsonia"
"36","Celtis"
"37","Centrostegia"
"38","Chamerion"
"39","Cheilanthes"
"40","Chloropyron"
"41","Chylismia"
"42","Chylismiella"
"43","Circaea"
"44","Coleogyne"
"45","Comandra"
"46","Comastoma"
"47","Corispermum"
"48","Coryphantha"
"49","Cryptogramma"
"50","Cynoglossum"
"51","Cystopteris"
"52","Damasonium"
"53","Dasyochloa"
"54","Dicoria"
"55","Digitaria"
"56","Dithyrea"
"57","Dryopteris"
"58","Echinocactus"
"59","Emmenanthe"
"60","Enemion"
"61","Epipactis"
"62","Equisetum"
"63","Eremothera"
"64","Erioneuron"
"65","Eucephalus"
"66","Eucrypta"
"67","Euphrosyne"
"68","Fimbristylis"
"69","Floerkea"
"70","Forestiera"
"71","Frasera"
"72","Fraxinus"
"73","Funastrum"
"74","Gentiana"
"75","Gentianella"
"76","Gentianopsis"
"77","Githopsis"
"78","Glaux"
"79","Glossopetalon"
"80","Glyptopleura"
"81","Grusonia"
"82","Halimolobos"
"83","Hedeoma"
"84","Heliomeris"
"85","Heliotropium"
"86","Holmgrenanthe"
"87","Hosackia"
"88","Hymenopappus"
"89","Idahoa"
"90","Iliamna"
"91","Isoetes"
"92","Iva"
"93","Ivesia"
"94","Jamesia"
"95","Kochia"
"96","Krameria"
"97","Krascheninnikovia"
"98","Lepidospartum"
"99","Leptochloa"
"100","Leptosyne"
"101","Leucosyris"
"102","Linum"
"103","Loeflingia"
"104","Logfia"
"105","Malacothamnus"
"106","Malaxis"
"107","Marsilea"
"108","Matelea"
"109","Mimulus"
"110","Minuartia"
"111","Monolepis"
"112","Mucronea"
"113","Nemacladus"
"114","Neoholmgrenia"
"115","Nestotus"
"116","Nuphar"
"117","Oenothera"
"118","Olsynium"
"119","Orobanche"
"120","Orogenia"
"121","Oxytheca"
"122","Pectiantia"
"123","Pectis"
"124","Pellaea"
"125","Peritoma"
"126","Petradoria"
"127","Physalis"
"128","Physaria"
"129","Pilularia"
"130","Platanthera"
"131","Poa"
"132","Polanisia"
"133","Polyctenium"
"134","Polygala"
"135","Polygonum"
"136","Polypodium"
"137","Polystichum"
"138","Porterella"
"139","Portulaca"
"140","Primula"
"141","Prosopis"
"142","Pseudostellaria"
"143","Pterospora"
"144","Rhodiola"
"145","Rumex"
"146","Sanvitalia"
"147","Sarcodes"
"148","Saussurea"
"149","Sclerocactus"
"150","Scopulophila"
"151","Scribneria"
"152","Scutellaria"
"153","Selaginella"
"154","Sidalcea"
"155","Spartina"
"156","Sphaeromeria"
"157","Sphenosciadium"
"158","Spirodela"
"159","Stachys"
"160","Stipa"
"161","Stutzia"
"162","Subularia"
"163","Swallenia"
"164","Synthyris"
"165","Taraxacum"
"166","Taraxia"
"167","Tetraneuris"
"168","Tetrapteron"
"169","Thermopsis"
"170","Thymophylla"
"171","Tidestromia"
"172","Torreyochloa"
"173","Townsendia"
"174","Transberingia"
"175","Triantha"
"176","Trichostema"
"177","Tridens"
"178","Tripterocalyx"
"179","Vicia"
"180","Woodsia"
"181","Xylorhiza"
"182","Zeltnera"
