,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455
0.5,86.8108206005,82.70216079066664,84.91950035475,83.892486099,78.91212980045536,83.70345694262996,81.64632756099999,81.54253236588887,76.1236560183011,75.4637243120927,75.40923351449558,74.14654931901106,72.94523528813083,69.73778433310288,69.865225571134,68.95792654024193,69.87296362863658,68.30830714556666,70.091518487334,67.16164887180256,67.09814824045468,66.4862710511488,64.41811726487963,64.9657822759862,64.87040962297432,63.6769678763398,62.54859587358017,63.23662710210995,61.631493530632945,62.835084987082666,60.42376519239517,60.28978094421693,60.351324466637784,58.95743056358585,60.226459819102956,58.41757182637289,58.714746132577,58.36084912054154,58.0587204919017,57.40127892974481,57.02083982805322,57.00056723320603,56.62573678297071,56.64381909584809,55.512793500065555,55.63991617073329,55.86118623594083,54.964665824556896,54.898276406786,54.76429077704406,54.458620139066646,53.72640604341162,54.60508411781241,53.87054197637283,53.51590112363636,53.15685412845276,52.993862584318926,53.376742570113784,52.4048567882647,52.52498406915794,52.3440411487939,51.56648472391546,51.191998263422775,52.199026356973405,51.75931658943837,51.36679219030971,51.43553978906001,51.412303442578114,50.8886562688372,50.244377684894296,50.68103379987376,50.18214578621583,50.553983764411846,50.25821594256787,50.2774654319743,50.0645169375482,50.1288374892857,49.885830688483644,49.70982943756526,49.65866390612201,49.49331327594837,49.744501034451815,49.14746643264884,49.44054473875167,48.97892287246596,49.457668226874866,49.37177983705109,49.3746963368894,49.28936325610931,49.8322435274451
1,94.152403464,88.17581436466673,92.2952720845,85.792504268,87.89767557433333,86.27098738172181,83.704947602734,82.79003860517781,79.8684816114,80.06873239436362,77.310678489735,74.97142172830773,74.29634567000014,72.6635010941333,71.95991052398351,71.35445712973649,71.5323110984444,69.96561802906454,70.6354101613064,68.61082884639171,68.05859255461544,67.2558225110325,66.66884721038272,66.33542465639215,66.03500422603828,65.39863020762337,63.880414484841225,63.73100169211011,62.94208120376303,63.337552394630826,61.43583970106775,61.778743680130866,60.90699224501782,60.12634261289516,60.90484185948841,59.406632908131705,59.26655808550969,58.872397262235594,58.9306748746985,58.31207479280977,57.89985337856758,57.88042621969431,57.18274572441268,57.369503216843896,56.62903969457971,56.37907580768346,56.19008944199824,55.84828825262767,55.491207445434036,55.44407633547091,54.89750240248101,55.14076096319295,55.092340516434916,54.32300694104039,54.13238856292591,53.765274284756394,53.35533098125979,53.69386986658327,53.17224196753396,52.9240288934903,52.75021884676598,52.938488034642255,52.614510740200025,52.6283748366897,52.269606629812706,51.99576055856781,51.565237272259374,51.65301821034056,51.44451847419477,50.910586618303874,51.20843533611254,50.735897242590234,50.985044299481174,50.60717110862571,50.45905439495495,50.57326407102443,50.51944856788929,50.18502180241385,50.088519085257786,49.82244699810095,49.6670731231089,49.84005982118828,49.427380042813425,49.69885746923834,49.39658974035089,49.61132705226522,49.42846753389319,49.509480321433806,49.46809139863893,49.9307165120604
1.5,96.962626479686,94.5728539473333,97.24880261363501,91.4432414368,89.673288026205,87.79057499543654,84.9392800707875,83.41807893846133,81.7745921156,80.7219246271381,78.47019054297326,76.85989755307769,74.69464400669787,73.68194327373331,74.00439532188,73.0996108554706,72.88018355650149,71.32855828562288,71.50753355082912,69.37206132864665,68.59491433532911,67.87915192410846,67.96419781617155,66.96954603739286,66.36731644341724,65.95837921408848,64.46384072788386,64.42276299300738,63.6150428261404,63.910204685420645,62.11116575020986,62.54937331804087,61.807163994144666,60.99102034719419,61.49232648460143,60.54535561372913,59.643284414201034,59.6287167300589,59.59860355362527,58.72558829018294,58.69218302971886,58.33958818051458,57.77654147065314,57.72840654644173,57.13659729835623,56.87405595109713,56.556995880290074,56.15913390555944,55.65625145747915,55.828770408726186,55.48763258159603,55.49683140689645,55.46506383103781,55.1899759393694,54.425730242087226,54.26759080894874,53.89207447179449,53.9633261592914,53.685121378973626,53.32877949790857,53.10321596662378,53.04697683422193,52.82225628616582,52.812588945148164,52.53450272931921,52.25524456630821,52.00399245993987,51.797516523634386,51.699688256822526,51.3093055228376,51.375257142412735,51.09376166896954,51.09121244448648,51.01511203823194,50.784326319906754,50.89067178074822,50.59434803383972,50.29993162479757,50.23145929535707,49.976994935524914,49.86807340612887,49.92450160030233,49.63895244856289,49.823218468732705,49.572670481021675,49.69930805032507,49.553121731630824,49.61491990711797,49.60489081329444,49.9436927757967
2,99.30435166199999,95.88063345599996,98.788878649,92.98505489120001,91.8392180936967,88.97597896939426,87.352950386934,84.22661432088883,83.0262980448,82.39423750002031,79.220191977,78.55919877020374,75.82966323591567,74.76856386346667,74.442802154264,74.3397642388483,72.9538049562231,71.79632482920566,71.9440721170476,69.79991287556189,69.40200403772087,68.36326754064687,68.65981806841036,67.49692621993664,66.82470267054735,66.5310290654062,65.45842829225775,64.68511107334635,64.18804146303657,64.2845603488144,62.91525600303458,62.99920105741073,62.248356882321474,61.46611871135188,61.73398781649248,60.86292336284384,60.0962390471049,60.155390403324226,60.04461884271135,59.374774092756034,59.17834928669991,58.744840572372354,58.187561908184755,57.864725285466655,57.59539670520918,57.37613855399882,56.845083413961575,56.57427866334241,55.79012934035232,56.400006355159675,55.79532571985031,55.73046926353786,55.71752858471084,55.59649744038176,54.6882256775563,54.52201888731503,54.36111516047998,54.352954247384,53.85441905346597,53.62837370352491,53.4296763033069,53.22805217226763,53.06444857606105,53.1770750335824,52.68782196198918,52.38144043105747,52.21914032712827,52.05729307892638,51.780923766980614,51.468252765334654,51.483663939691404,51.29200457888427,51.16754674084883,51.19054822279181,50.87238657101402,50.938013744929286,50.63368493277765,50.43881150748689,50.30260859357695,50.187007640708444,50.07612983852429,49.998034802064105,49.78225720562183,49.90824175390005,49.60244923527326,49.75634379976946,49.63429964115336,49.722243394353946,49.655899346149994,49.97257482297647
2.5,102.4578927125,98.71022336593664,99.46220756375,94.539614086918,93.1180601366667,89.44535354928564,88.48142851689157,85.58272520022774,83.79284998450001,83.49730257135002,79.83632566166666,79.22972495315037,76.85880022249998,75.70099853792667,75.01125116896125,76.36837963290908,73.70885350990227,72.69512209987015,72.500607446,70.51129527582845,69.82830814499185,69.28064490978171,69.0513483429592,67.9315681554473,67.12813342539808,66.97694862498427,65.85471662911476,65.62781725700107,64.50925678914946,64.44021272846415,63.327643838052104,63.619948830790726,62.519729469602254,61.86619803887532,62.13555557687384,61.24187356904292,60.59483701737138,60.32224610073101,60.57822333969675,59.63860763920125,59.34913027468082,59.227873076680055,58.378242310021946,58.299313508263225,57.85474441614254,57.70799281173112,57.17286741954702,56.84529295556677,56.12621126981635,56.61796052788892,56.03668868114344,55.868416146312164,55.985086045597264,55.76805386447477,55.103077768085555,54.56959597594322,54.55506710988332,54.467495562938915,54.16340944731042,53.72835744265564,53.67195913716446,53.39856970590819,53.155642951361656,53.22507369073457,52.82336088568489,52.50406403790859,52.36884570414215,52.19566001090648,51.9486302060201,51.65403341067223,51.55615339664192,51.419910163447256,51.35561673068852,51.279224951324395,51.12721434023564,51.019906134837576,50.81441645112573,50.54466259727343,50.524581547597904,50.41061388146669,50.16642991216323,50.09915535598485,49.85558022263898,49.98702027209663,49.8280123668895,49.813085082614975,49.67644230431399,49.7493309208899,49.72548470540997,49.9730593867857
5,112.92653455499999,108.04130753,105.7477822925,99.636555454,98.68187183683334,94.21578598571426,91.78564286375,89.26466827712221,87.40011004600001,86.53749219323632,83.4367879416358,81.73920853483156,80.59382572980961,79.19658472047003,77.53426017763125,78.33323527691178,76.56715372966025,74.45181395462629,74.445342697965,73.21994704048662,71.57700577528426,71.35118342521909,71.17627949552997,69.9179154637264,69.71990647809847,68.62859877440596,68.02512851509428,67.16288947355383,65.9683922641787,66.07403278151547,64.97932444918905,64.76493901698393,64.22035372498353,63.570862819423986,63.29639236389003,62.411190667478806,61.79490527935987,61.52288295665177,61.545527488545254,60.76519892722211,60.39930530964046,59.96004813814951,59.48437782798043,59.46522085831001,59.145233892521034,58.64157363433563,58.32771439546206,57.982204599888036,57.2407995593056,57.320957355587474,56.86681600130978,56.84414104536265,56.70450368669532,56.336980116308176,55.79450515636767,55.38832713040281,55.51219140418656,55.00851414397232,54.68059170955303,54.443210180758776,54.30498116582681,54.142935815513255,53.57886914429845,53.67136317418262,53.441490507521216,53.167544502115106,52.982240750529435,52.715570835381705,52.66363462557049,52.176960305464284,52.0598109472093,51.88585615584184,51.69671725846737,51.607354242974665,51.45677659022426,51.354397797513656,51.09870655148612,50.91471778824939,50.9311982220937,50.764178689276136,50.554022521751904,50.52267852730604,50.318102237813086,50.31422472310213,50.075904728808176,50.07731166099192,49.911191887912516,49.93691238676518,49.92339396930553,50.0785939274451
10,123.72929835000001,118.2625139200003,113.00149648781,105.598706048,103.0394598096336,99.50328002768569,96.8365298025,94.8176614422222,91.7520435829,89.61814995090907,87.60772831833333,85.7924242921308,83.46704041951423,82.3623108525613,80.83755781986125,80.68083664912352,79.19430574588893,77.6703735444221,76.847770523404,75.28967277987857,73.78066927652725,73.34274707922953,72.70631074019624,72.1240286329972,71.27990372298461,70.1595894786193,69.74387939377536,68.7719713885841,67.71597384799067,67.66532708524903,66.68806573455058,66.0295350887591,65.49501869564621,64.99733984041886,64.47051800898579,63.928154701544614,63.23060169692944,62.99087842062689,62.645253294797996,62.0114852853773,61.69899447973408,61.071232526549984,60.76698602081845,60.45658313389803,60.039396144007384,59.83922278379726,59.44079905981247,59.07771813363695,58.3962288898496,58.34891338815446,58.0110508925077,57.71927617615469,57.43798865812483,57.07345716700616,56.7363169143804,56.37163934303033,56.32777679472581,55.83237074144136,55.4608986385635,55.378820163731824,55.2110973306937,54.943601099906054,54.45160490552373,54.439323640055335,54.112942656836545,53.92156047169086,53.772922581341,53.41218495249172,53.338339589103825,52.88359216330565,52.60489136328204,52.39563089986205,52.27535710926969,52.0537037307107,51.8534662869847,51.91802892803807,51.62545470675292,51.43649482476624,51.28345202396879,51.18384822540361,51.04473905437718,50.94300385907236,50.68826626609333,50.604816086491425,50.42790663625,50.334605440365436,50.19914209825417,50.1552057932303,50.130705186657806,50.1861667340385
25,142.2725456901,134.52014624476675,125.89350087004999,119.160102,113.547255975,109.23269351114276,105.6454051125,102.3638267014305,99.1913791934,96.3082364117273,94.32934788891248,91.57076860799808,89.51365687154465,87.86234364190332,86.3216646375125,84.83999156160739,83.1771823825417,81.63776341878159,80.859616010575,79.7499158276286,78.01712612222728,77.09663891040435,76.19598209425415,75.419402539696,74.65765985124033,73.35810897697041,72.88722139512853,71.44059578102927,70.7318821082792,70.3612935011911,69.52319703566485,68.94439079614544,68.15741447191768,67.5510712778986,66.85904591002434,66.29743010470948,65.6855305714638,65.10880327571023,64.7126347436425,64.11351566636948,63.788549031691076,63.1023664716035,62.752323450721576,62.48287724678835,62.027404712003275,61.56243167907977,61.29362707814633,60.9199603096041,60.280704820419004,59.86105881471372,59.565623235545196,59.379693222041524,58.943400389469005,58.546636079005,58.207447916176804,57.8411315947636,57.63335439811635,57.13202391890087,56.96977350427085,56.65305633460817,56.39181810468387,56.1999909677833,55.87275500205273,55.51559570626155,55.30389593996932,55.03240106858355,54.82478451815735,54.59107260313733,54.30457764016105,54.0259872600588,53.81320651558268,53.53380442443255,53.25240190688953,52.966952342910304,52.798654900036475,52.78758091486365,52.45039823846925,52.27625792020725,52.058707024240306,51.841067099982425,51.73855422208538,51.51319822281295,51.31903946605448,51.10708860921443,50.90016746957845,50.8089743804115,50.623979893153404,50.487191838174155,50.3597947016389,50.334698363708796
75,190.2351678,171.296892003333,156.8383131375,146.68202599,138.71821955535424,132.53217614530325,125.53214365049651,120.53382723982199,116.222693935,113.08379733292725,108.98385455799975,105.43451375385024,102.41624899257175,100.45414150938475,98.37439179678904,95.96796936230879,93.05043441268052,91.65556174654208,89.67310450796,88.50799976439997,86.53132606780905,85.448604766262,84.20428658976043,82.842071979715,81.62051366397208,80.44875411120832,79.57646442929288,78.3839848939931,77.73837577426332,76.39948528214191,75.74760653985467,74.653018320597,74.30782056068385,73.18778246586358,72.60069393725205,71.88773354164931,70.76220706981448,69.9930777183814,69.68102718362,68.97587998225792,68.29655990281844,67.94444795976165,67.46299383868413,66.67916075773553,66.10944254795,65.6959507584798,65.26083876643955,64.50011338392142,64.199427769132,63.639725609269625,63.0863415515851,62.87110952527547,62.3363688025528,62.06126247808042,61.577508159387506,61.237783797702654,60.80902167311075,60.18416579094917,59.890026500891274,59.57414828645905,59.051557911279424,58.75210344591035,58.63905925563982,58.07178919490963,57.77369161003823,57.5074203679515,57.149462604583825,56.918939245747424,56.5831892348254,56.31250557298835,55.942515285229554,55.59343897011405,55.3349480516899,54.9788451147773,54.70198600963192,54.4682894691192,54.07257036048173,53.9220069751035,53.595595828477826,53.28185510490738,53.0038903875454,52.70238897958828,52.56169782215805,52.18604223618438,51.90741683427323,51.73677494997123,51.386786422698826,51.1054234911379,50.80347227330553,50.42071729832412
90,215.6046011726,189.6298292070533,171.18002299781,160.241496068192,150.79912214339802,142.7070984808573,133.5907815973625,129.7152111694774,124.210180218272,119.3334369113968,115.5713737653267,112.1281258925076,107.8601162127145,106.3504637165423,103.6859019340469,100.6889686916635,97.5428304824328,96.50632643002525,93.798028817165,92.73310487603237,90.68600658495454,89.04933636646822,87.8208537514633,86.141979387284,85.06625068464925,83.9048824947467,82.7655005606639,81.24103059667893,80.66118733897366,79.39674946607802,78.75540124281,77.38833597954003,76.82442346784764,75.63945545927488,75.06915678797664,74.13682851710537,73.05385990729212,72.50055528266411,71.67199180529175,71.2808332407885,70.31598709337759,69.67329211315958,69.52125334102298,68.66244021760049,67.9387519771624,67.73576234363574,67.00437209988212,65.94519828155546,66.010015009859,65.39287637900861,64.73568484345927,64.08822513259567,63.85945813563647,63.47820897306819,63.06078637090121,62.61358324436368,62.10634270441789,61.55269749093526,61.2219810057988,60.97988445813439,60.648588636851656,59.74307810208824,59.9448540207781,59.285691036553814,58.76807859865714,58.57479390841703,58.18715768122695,57.96989386733043,57.56832297909258,57.16927877395566,56.92084794783095,56.58052717435292,56.22734223317836,55.74554289163523,55.515132045370095,55.209078156936,54.78194671888567,54.53049264819783,54.26143942411508,53.82939753332296,53.56481325982842,53.32825875757809,53.02207799719888,52.63816328514703,52.325313023590375,52.0820972356668,51.69030560701707,51.33723812648873,50.95959725752779,50.4715589757967
