,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455
Low,950.55374555,1285.68680225725,1609.725760575,1928.8114336315,2167.4333946499996,2486.293564475,2719.4811159584997,2988.1392244559997,3236.468556500675,3476.211908025,3692.604894314,3918.13550833,4175.8782322547495,4450.15585200825,4609.161955358751,4871.880178245,5120.4203557,5318.0628117794995,5447.62318521,5722.428867321,5906.96364354,6179.913269798175,6326.8989811500005,6521.39171187725,6733.042713011575,6927.7302226755,7080.523944445825,7248.018698669925,7479.86835507975,7658.5091648270745,7856.112223989325,8013.333788415425,8192.757581242175,8367.512190565174,8534.237909358826,8674.0371053255,8907.554299063826,9083.582199366325,9237.59282128025,9435.23914091475,9610.61341651075,9769.017594889,9915.21600218025,10090.856372676175,10278.889028424675,10406.875890439249,10519.035851531824,10704.844438485174,10881.694030002576,11004.762433545175,11209.082248666926,11376.413423229,11516.520691444,11590.516337571575,11823.967109100999,11980.624500628175,12119.89217839525,12236.383826752075,12417.937476870577,12558.089429628999,12743.289193187251,12922.99916263,12999.479601981824,13172.00557546125,13351.055229031075,13501.645746386075,13616.24567419825,13760.033126485325,13927.04368517125,14072.599825445426,14204.319788073,14340.9468141435,14500.425581317824,14623.68887043175,14818.86380806875,14948.2249392425,15093.517699064825,15216.635015406924,15359.160806437001,15499.770880994749,15657.208045076,15818.102781796251,15990.730878661,16148.849136732,16283.586939518,16448.04920154775,16601.8928190045,16749.798772000002,16925.289761582,17146.059484606998
High,1512.278516825,1992.329462325,2385.194578325,2750.435863762075,3130.1268479341747,3428.911892175,3762.5838303224996,4049.48266781175,4341.04115059825,4647.368391672249,4920.335565230999,5149.459505121575,5429.790066285,5653.40864601025,5929.5421371835,6176.660365143325,6341.4352153952495,6595.68840929325,6858.587616809499,7014.597234887249,7230.69864731575,7480.472844688825,7589.744702630925,7875.608969907,8042.051171967675,8240.923478184824,8440.793473044074,8633.7210630145,8812.117038264074,9005.451721034675,9160.43201884275,9384.20920884,9545.4804512675,9667.5393221205,9864.696028854176,10044.440530896249,10251.483287247076,10418.9179213155,10600.915150735249,10708.66347930425,10907.986884392825,11097.820803108249,11215.126106567175,11312.310028999,11527.283018842176,11654.78678373275,11845.07781225,11998.658251639175,12164.666195836426,12320.026708760824,12450.278731504326,12566.942607293675,12756.2387698625,12943.57277250375,13070.472814259925,13170.8383907075,13348.316874453176,13487.3216986095,13627.412409824326,13743.020223540425,13922.131815549825,14011.3560245875,14128.7609648105,14242.0888585085,14437.357535859925,14563.992168568,14685.483483806749,14851.508013517925,14937.871458104075,15061.708879553424,15226.112596145074,15304.238526002751,15439.031954525999,15570.59679957275,15691.70791870675,15809.37437916625,15927.732478185251,16043.570676034326,16153.45145665275,16300.351986659,16394.52504000875,16506.982288932002,16620.33054580875,16725.305046582,16827.755618882,16926.3395891955,17032.751073982,17120.36363372225,17195.603534782003,17244.638300032002
Mean,1218.109279449532,1614.886110012813,1995.850104427747,2331.7418219413216,2647.1721746566595,2965.423923980073,3233.1821975861767,3519.584197782311,3802.720005261402,4067.528482998366,4311.712630432553,4568.672314629,4824.535033572537,5059.129489577248,5281.649272818669,5511.723502600614,5737.024688382617,5968.549881309481,6171.081220167097,6378.50929086507,6577.537575368988,6812.072257734884,6986.15106756043,7202.847026437892,7400.664238510406,7577.7741092054475,7768.404840684503,7943.414118521397,8145.070702223199,8324.407238149894,8528.583225637656,8691.495858501114,8879.36226771555,9043.684059116373,9215.57199878526,9390.08603649492,9554.788744715277,9754.849247346003,9910.671696058564,10059.248512989361,10252.161322562664,10407.285358211298,10574.85466829469,10726.540694951873,10904.011917583795,11058.459569976234,11198.530259982546,11362.579639377665,11526.532528979506,11655.039154143182,11851.705915746485,11990.963724419034,12159.85859550851,12292.698185617153,12458.709855777386,12604.43155212326,12754.482636412844,12887.659277795308,13039.262319709946,13182.247629720963,13316.363721536065,13463.876692475742,13607.1012722539,13743.149855231419,13910.956723435442,14047.999906242352,14161.711228157586,14321.014588323247,14452.496813519403,14584.76876240578,14733.384364525473,14860.492257354133,14991.475574977198,15139.047715937799,15283.527175152234,15402.492918716747,15542.223018090423,15670.693006704372,15793.644242108441,15932.994372213729,16056.087982404319,16198.347338231122,16334.608131649791,16464.96732032441,16583.470258282705,16717.78206050174,16842.732184618362,16969.59886490691,17096.48629458204,17220.407992267166
