"","x"
"1","Aix sponsa"
"2","Amphispiza bilineata"
"3","Anser caerulescens"
"4","Anser rossii"
"5","Archilochus alexandri"
"6","Artemisiospiza nevadensis"
"7","Asio otus"
"8","Aythya affinis"
"9","Aythya americana"
"10","Aythya collaris"
"11","Aythya valisineria"
"12","Bombycilla cedrorum"
"13","Branta hutchinsii"
"14","Cardellina pusilla"
"15","Catharus guttatus"
"16","Certhia americana"
"17","Chondestes grammacus"
"18","Cinclus mexicanus"
"19","Cistothorus palustris"
"20","Contopus sordidulus"
"21","Empidonax hammondii"
"22","Empidonax minimus"
"23","Empidonax oberholseri"
"24","Empidonax traillii"
"25","Empidonax wrightii"
"26","Falco columbarius"
"27","Geothlypis tolmiei"
"28","Geothlypis trichas"
"29","Icteria virens"
"30","Ixoreus naevius"
"31","Laterallus jamaicensis"
"32","Leiothlypis celata"
"33","Leiothlypis ruficapilla"
"34","Lophodytes cucullatus"
"35","Mareca americana"
"36","Melospiza lincolnii"
"37","Melospiza melodia"
"38","Myadestes townsendi"
"39","Myiarchus cinerascens"
"40","Phalaenoptilus nuttallii"
"41","Pipilo chlorurus"
"42","Pipilo maculatus"
"43","Podilymbus podiceps"
"44","Recurvirostra americana"
"45","Corthylio calendula"
"46","Salpinctes obsoletus"
"47","Sayornis nigricans"
"48","Selasphorus calliope"
"49","Setophaga nigrescens"
"50","Setophaga occidentalis"
"51","Setophaga petechia"
"52","Setophaga townsendi"
"53","Sialia mexicana"
"54","Spatula cyanoptera"
"55","Spatula discors"
"56","Spizella breweri"
"57","Spizella passerina"
"58","Strix nebulosa"
"59","Thryomanes bewickii"
"60","Troglodytes pacificus"
"61","Turdus migratorius"
"62","Tyrannus verticalis"
"63","Vireo gilvus"
"64","Zonotrichia leucophrys"
"65","Chaetura vauxi"
"66","Ardea herodias"
"67","Accipiter striatus"
"68","Aechmophorus occidentalis"
"69","Alectoris chukar"
"70","Anas acuta"
"71","Anas platyrhynchos"
"72","Anthus rubescens"
"73","Ardea alba"
"74","Bubulcus ibis"
"75","Calidris alpina"
"76","Chlidonias niger"
"77","Empidonax difficilis"
"78","Eremophila alpestris"
"79","Falco peregrinus"
"80","Himantopus himantopus"
"81","Hirundo rustica"
"82","Hydroprogne caspia"
"83","Nycticorax nycticorax"
"84","Pandion haliaetus"
"85","Passer domesticus"
"86","Rallus limicola"
"87","Riparia riparia"
"88","Sayornis saya"
"89","Sialia currucoides"
"90","Spatula clypeata"
"91","Sterna hirundo"
"92","Sturnus vulgaris"
"93","Tyto alba"
"94","Charadrius nivosus"
"95","Fulica americana"
"96","Charadrius semipalmatus"
"97","Charadrius vociferus"
"98","Chordeiles minor"
"99","Circus hudsonius"
"100","Dendragapus fuliginosus"
"101","Cygnus columbianus"
"102","Dryobates nuttallii"
"103","Dryobates pubescens"
"104","Egretta thula"
"105","Falco mexicanus"
"106","Falco sparverius"
"107","Gallinago delicata"
"108","Gallinula galeata"
"109","Picoides arcticus"
"110","Spinus pinus"
"111","Gymnogyps californianus"
"112","Spinus tristis"
"113","Haemorhous cassinii"
"114","Haemorhous purpureus"
"115","Gymnorhinus cyanocephalus"
"116","Larus californicus"
"117","Larus delawarensis"
"118","Limnodromus scolopaceus"
"119","Poecile rufescens"
"120","Megascops kennicottii"
"121","Melanerpes formicivorus"
"122","Melanerpes lewis"
"123","Numenius americanus"
"124","Patagioenas fasciata"
"125","Pelecanus erythrorhynchos"
"126","Nannopterum auritum"
"127","Phasianus colchicus"
"128","Plegadis chihi"
"129","Pluvialis dominica"
"130","Porzana carolina"
"131","Psiloscops flammeolus"
"132","Selasphorus rufus"
"133","Sphyrapicus thyroideus"
"134","Sphyrapicus ruber"
"135","Sphyrapicus nuchalis"
"136","Sterna forsteri"
"137","Strix varia"
"138","Strix occidentalis"
"139","Tringa flavipes"
"140","Tringa melanoleuca"
"141","Tringa semipalmata"
"142","Zenaida macroura"
"143","Aphelocoma californica"
"144","Progne subis"
"145","Passerculus sandwichensis"
"146","Pica hudsonia"
"147","Sitta carolinensis"
"148","Stelgidopteryx serripennis"
"149","Mareca strepera"
"150","Junco hyemalis"
"151","Bombycilla garrulus"
"152","Catherpes mexicanus"
"153","Corvus corax"
"154","Euphagus cyanocephalus"
"155","Oreoscoptes montanus"
"156","Lanius ludovicianus"
"157","Haliaeetus leucocephalus"
"158","Nucifraga columbiana"
"159","Accipiter cooperii"
"160","Accipiter gentilis"
"161","Passerina amoena"
"162","Perisoreus canadensis"
"163","Petrochelidon pyrrhonota"
"164","Pheucticus melanocephalus"
"165","Piranga ludoviciana"
"166","Polioptila caerulea"
"167","Pooecetes gramineus"
"168","Calidris minutilla"
"169","Sitta pygmaea"
"170","Tachycineta bicolor"
"171","Toxostoma redivivum"
"172","Vireo cassinii"
"173","Xanthocephalus xanthocephalus"
"174","Calypte anna"
"175","Zonotrichia atricapilla"
"176","Actitis macularius"
"177","Aechmophorus clarkii"
"178","Aegolius acadicus"
"179","Cygnus buccinator"
"180","Aquila chrysaetos"
"181","Asio flammeus"
"182","Athene cunicularia"
"183","Aythya marila"
"184","Bucephala islandica"
"185","Botaurus lentiginosus"
"186","Bucephala clangula"
"187","Buteo jamaicensis"
"188","Buteo lagopus"
"189","Buteo regalis"
"190","Buteo swainsoni"
"191","Calidris mauri"
"192","Centrocercus urophasianus"
"193","Loxia leucoptera"
"194","Baeolophus inornatus"
"195","Calcarius lapponicus"
"196","Contopus cooperi"
"197","Mimus polyglottos"
"198","Loxia curvirostra"
"199","Troglodytes aedon"
"200","Baeolophus ridgwayi"
"201","Cyanocitta stelleri"
"202","Poecile gambeli"
"203","Lanius borealis"
"204","Tachycineta thalassina"
"205","Vireo huttoni"
"206","Catharus ustulatus"
"207","Spinus psaltria"
"208","Haemorhous mexicanus"
"209","Agelaius phoeniceus"
"210","Leucosticte tephrocotis"
"211","Molothrus ater"
"212","Psaltriparus minimus"
"213","Sitta canadensis"
"214","Branta canadensis"
"215","Bubo virginianus"
"216","Callipepla californica"
"217","Cathartes aura"
"218","Corvus brachyrhynchos"
"219","Meleagris gallopavo"
"220","Mergus merganser"
"221","Mergus serrator"
"222","Oreortyx pictus"
"223","Oxyura jamaicensis"
"224","Podiceps auritus"
"225","Podiceps nigricollis"
"226","Sturnella neglecta"
"227","Bucephala albeola"
"228","Regulus satrapa"
"229","Megaceryle alcyon"
"230","Perdix perdix"
"231","Melozone crissalis"
"232","Anser albifrons"
"233","Butorides striata"
"234","Aeronautes saxatalis"
"235","Glaucidium gnoma"
